team,map,maps,wins,raw_win_rate,smoothed_win_rate,avg_round_margin,avg_scoreline_quality,overtime_count,close_loss_count,vrs_tier_map_strength,vrs_tier_map_smoothed_win_rate,vrs_tier_map_sample_log,vrs_tier_map_quality,vrs_tier_map_round_margin,vrs_tier_map_overtime_rate,vrs_tier_map_close_loss_rate,vrs_opponent_adjusted_scoreline_quality,vrs_map_win_opponent_quality,vrs_map_win_sample_confidence,vrs_scoreline_sample_confidence,vrs_map_veto_credibility,vrs_map_veto_strength,vrs_pick_ban_opponent_pool_proxy,vrs_bo1_single_map_upset_risk,vrs_bo3_map_depth_strength,vrs_overtime_strong_opponent_signal,vrs_weak_opponent_close_penalty,vrs_recent_strong_opponent_score,vrs_expected_margin_residual,vrs_expected_margin_residual_confidence,vrs_team_volatility,vrs_seed_volatility_rebound,vrs_top10_maps,vrs_top10_wins,vrs_top10_raw_win_rate,vrs_top10_smoothed_win_rate,vrs_top10_avg_round_margin,vrs_top10_avg_scoreline_quality,vrs_top10_overtime_count,vrs_top10_close_loss_count,vrs_top10_map_smoothed_win_rate,vrs_top10_map_quality,vrs_top10_map_sample_log,vrs_top20_maps,vrs_top20_wins,vrs_top20_raw_win_rate,vrs_top20_smoothed_win_rate,vrs_top20_avg_round_margin,vrs_top20_avg_scoreline_quality,vrs_top20_overtime_count,vrs_top20_close_loss_count,vrs_top20_map_smoothed_win_rate,vrs_top20_map_quality,vrs_top20_map_sample_log,vrs_top30_maps,vrs_top30_wins,vrs_top30_raw_win_rate,vrs_top30_smoothed_win_rate,vrs_top30_avg_round_margin,vrs_top30_avg_scoreline_quality,vrs_top30_overtime_count,vrs_top30_close_loss_count,vrs_top30_map_smoothed_win_rate,vrs_top30_map_quality,vrs_top30_map_sample_log,vrs_top40_maps,vrs_top40_wins,vrs_top40_raw_win_rate,vrs_top40_smoothed_win_rate,vrs_top40_avg_round_margin,vrs_top40_avg_scoreline_quality,vrs_top40_overtime_count,vrs_top40_close_loss_count,vrs_top40_map_smoothed_win_rate,vrs_top40_map_quality,vrs_top40_map_sample_log,vrs_top50_maps,vrs_top50_wins,vrs_top50_raw_win_rate,vrs_top50_smoothed_win_rate,vrs_top50_avg_round_margin,vrs_top50_avg_scoreline_quality,vrs_top50_overtime_count,vrs_top50_close_loss_count,vrs_top50_map_smoothed_win_rate,vrs_top50_map_quality,vrs_top50_map_sample_log,vrs_top70_maps,vrs_top70_wins,vrs_top70_raw_win_rate,vrs_top70_smoothed_win_rate,vrs_top70_avg_round_margin,vrs_top70_avg_scoreline_quality,vrs_top70_overtime_count,vrs_top70_close_loss_count,vrs_top70_map_smoothed_win_rate,vrs_top70_map_quality,vrs_top70_map_sample_log,vrs_top100_maps,vrs_top100_wins,vrs_top100_raw_win_rate,vrs_top100_smoothed_win_rate,vrs_top100_avg_round_margin,vrs_top100_avg_scoreline_quality,vrs_top100_overtime_count,vrs_top100_close_loss_count,vrs_top100_map_smoothed_win_rate,vrs_top100_map_quality,vrs_top100_map_sample_log,vrs_bucket_1_10_maps,vrs_bucket_1_10_wins,vrs_bucket_1_10_raw_win_rate,vrs_bucket_1_10_smoothed_win_rate,vrs_bucket_1_10_avg_round_margin,vrs_bucket_1_10_avg_scoreline_quality,vrs_bucket_1_10_overtime_count,vrs_bucket_1_10_close_loss_count,vrs_bucket_11_20_maps,vrs_bucket_11_20_wins,vrs_bucket_11_20_raw_win_rate,vrs_bucket_11_20_smoothed_win_rate,vrs_bucket_11_20_avg_round_margin,vrs_bucket_11_20_avg_scoreline_quality,vrs_bucket_11_20_overtime_count,vrs_bucket_11_20_close_loss_count,vrs_bucket_21_30_maps,vrs_bucket_21_30_wins,vrs_bucket_21_30_raw_win_rate,vrs_bucket_21_30_smoothed_win_rate,vrs_bucket_21_30_avg_round_margin,vrs_bucket_21_30_avg_scoreline_quality,vrs_bucket_21_30_overtime_count,vrs_bucket_21_30_close_loss_count,vrs_bucket_31_40_maps,vrs_bucket_31_40_wins,vrs_bucket_31_40_raw_win_rate,vrs_bucket_31_40_smoothed_win_rate,vrs_bucket_31_40_avg_round_margin,vrs_bucket_31_40_avg_scoreline_quality,vrs_bucket_31_40_overtime_count,vrs_bucket_31_40_close_loss_count,vrs_bucket_41_50_maps,vrs_bucket_41_50_wins,vrs_bucket_41_50_raw_win_rate,vrs_bucket_41_50_smoothed_win_rate,vrs_bucket_41_50_avg_round_margin,vrs_bucket_41_50_avg_scoreline_quality,vrs_bucket_41_50_overtime_count,vrs_bucket_41_50_close_loss_count,vrs_bucket_51_70_maps,vrs_bucket_51_70_wins,vrs_bucket_51_70_raw_win_rate,vrs_bucket_51_70_smoothed_win_rate,vrs_bucket_51_70_avg_round_margin,vrs_bucket_51_70_avg_scoreline_quality,vrs_bucket_51_70_overtime_count,vrs_bucket_51_70_close_loss_count,vrs_bucket_71_100_maps,vrs_bucket_71_100_wins,vrs_bucket_71_100_raw_win_rate,vrs_bucket_71_100_smoothed_win_rate,vrs_bucket_71_100_avg_round_margin,vrs_bucket_71_100_avg_scoreline_quality,vrs_bucket_71_100_overtime_count,vrs_bucket_71_100_close_loss_count
Marsborne,Anubis,1,1,100.00,87.14,5.000000,0.500000,0,0,72.83,87.14,0.693147,0.500000,5.000000,0.000000,0.000000,0.591000,21.951429,3.714286,0.059100,0.500000,65.412194,0.228329,0.668571,0.074286,0.000000,0.000000,0.234355,9.600000,0.960000,0.000000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0
Marsborne,Mirage,1,0,0.00,12.86,-8.000000,-0.800000,0,0,29.93,12.86,0.693147,-0.800000,-8.000000,0.000000,0.000000,-0.523200,-21.951429,-3.714286,-0.052320,0.500000,36.451848,-0.200713,0.668571,0.000000,0.000000,0.000000,-0.374968,-3.400000,-0.340000,0.000000,0.000000,0,0,50.00,15.00,-8.000000,-0.800000,0,0,15.00,-0.800000,0.000000,0,0,50.00,15.00,-8.000000,-0.800000,0,0,15.00,-0.800000,0.000000,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,0,0,50.00,15.00,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0,1,0,0.00,12.86,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0
Metizport,Inferno,1,0,0.00,12.86,-2.000000,-0.105263,1,1,38.41,12.86,0.693147,-0.105263,-2.000000,1.000000,1.000000,-0.058105,-23.511429,-3.714286,-0.005811,0.500000,42.179358,-0.115861,0.668571,0.000000,1.500000,0.000000,-0.032415,5.000000,0.500000,0.000000,0.000000,0,0,50.00,15.00,-2.000000,-0.105263,0,0,15.00,-0.105263,0.000000,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,0,0,50.00,15.00,-2.000000,-0.105263,0,0,1,0,0.00,12.86,-2.000000,-0.105263,1,1,0,0,50.00,15.00,-2.000000,-0.105263,0,0,0,0,50.00,15.00,-2.000000,-0.105263,0,0,0,0,50.00,15.00,-2.000000,-0.105263,0,0,0,0,50.00,15.00,-2.000000,-0.105263,0,0,0,0,50.00,15.00,-2.000000,-0.105263,0,0
Metizport,Mirage,1,0,0.00,12.86,-3.000000,-0.300000,0,0,35.49,12.86,0.693147,-0.300000,-3.000000,0.000000,0.000000,-0.165600,-23.511429,-3.714286,-0.016560,0.500000,40.208746,-0.145056,0.668571,0.000000,0.000000,0.000000,-0.092384,4.000000,0.400000,0.000000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,0,0,50.00,15.00,-3.000000,-0.300000,0,0,1,0,0.00,12.86,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0
Monte,Ancient,2,2,100.00,88.75,6.000000,0.600000,0,0,75.28,88.75,1.098612,0.600000,6.000000,0.000000,0.000000,0.700800,22.901250,7.750000,0.140160,0.500000,67.061002,0.252756,0.620000,0.155000,0.000000,0.000000,0.205735,5.150000,1.030000,3.000000,0.000000,0,0,50.00,85.00,6.000000,0.600000,0,0,85.00,0.600000,0.000000,0,0,50.00,85.00,6.000000,0.600000,0,0,85.00,0.600000,0.000000,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,2,2,100.00,88.75,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0
Monte,Anubis,2,1,50.00,50.00,0.000000,0.000000,0,0,50.42,50.00,1.098612,0.000000,0.000000,0.000000,0.000000,0.095250,0.000000,0.000000,0.019050,0.500000,50.282502,0.004185,0.000000,0.000000,0.000000,0.000000,-0.013430,0.000000,0.000000,3.000000,0.000000,0,0,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,0.000000,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,0,0,50.00,50.00,0.000000,0.000000,0,0,2,1,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0
Monte,Dust2,5,4,80.00,75.09,0.400000,0.002500,2,0,69.57,75.09,1.791759,0.002500,0.400000,0.400000,0.000000,0.105377,14.986800,12.545455,0.052689,0.500000,63.206950,0.195659,0.250909,0.250909,1.000000,0.000000,0.017627,-0.240000,-0.120000,5.238320,0.000000,0,0,50.00,71.00,0.400000,0.002500,0,0,71.00,0.002500,0.000000,1,1,100.00,75.14,3.000000,0.187500,1,0,75.14,0.187500,0.693147,5,4,80.00,75.09,0.400000,0.002500,2,0,75.09,0.002500,1.791759,5,4,80.00,75.09,0.400000,0.002500,2,0,75.09,0.002500,1.791759,5,4,80.00,75.09,0.400000,0.002500,2,0,75.09,0.002500,1.791759,5,4,80.00,75.09,0.400000,0.002500,2,0,75.09,0.002500,1.791759,5,4,80.00,75.09,0.400000,0.002500,2,0,75.09,0.002500,1.791759,0,0,50.00,71.00,0.400000,0.002500,0,0,1,1,100.00,75.14,3.000000,0.187500,1,0,4,3,75.00,72.60,-0.250000,-0.043750,1,0,0,0,50.00,71.00,0.400000,0.002500,0,0,0,0,50.00,71.00,0.400000,0.002500,0,0,0,0,50.00,71.00,0.400000,0.002500,0,0,0,0,50.00,71.00,0.400000,0.002500,0,0
Monte,Inferno,2,1,50.00,50.00,-1.500000,-0.150000,0,0,48.60,50.00,1.098612,-0.150000,-1.500000,0.000000,0.000000,0.040500,0.000000,0.000000,0.008100,0.500000,49.054686,-0.014005,0.000000,0.000000,0.000000,0.000000,-0.122939,-2.350000,-0.470000,6.500000,0.000000,0,0,50.00,50.00,-1.500000,-0.150000,0,0,50.00,-0.150000,0.000000,0,0,50.00,50.00,-1.500000,-0.150000,0,0,50.00,-0.150000,0.000000,2,1,50.00,50.00,-1.500000,-0.150000,0,0,50.00,-0.150000,1.098612,2,1,50.00,50.00,-1.500000,-0.150000,0,0,50.00,-0.150000,1.098612,2,1,50.00,50.00,-1.500000,-0.150000,0,0,50.00,-0.150000,1.098612,2,1,50.00,50.00,-1.500000,-0.150000,0,0,50.00,-0.150000,1.098612,2,1,50.00,50.00,-1.500000,-0.150000,0,0,50.00,-0.150000,1.098612,0,0,50.00,50.00,-1.500000,-0.150000,0,0,0,0,50.00,50.00,-1.500000,-0.150000,0,0,2,1,50.00,50.00,-1.500000,-0.150000,0,0,0,0,50.00,50.00,-1.500000,-0.150000,0,0,0,0,50.00,50.00,-1.500000,-0.150000,0,0,0,0,50.00,50.00,-1.500000,-0.150000,0,0,0,0,50.00,50.00,-1.500000,-0.150000,0,0
Monte,Mirage,2,0,0.00,11.25,-4.000000,-0.400000,0,0,27.12,11.25,1.098612,-0.400000,-4.000000,0.000000,0.000000,-0.258200,-22.901250,-7.750000,-0.051640,0.500000,34.557278,-0.228781,0.620000,0.000000,0.000000,0.000000,-0.165954,-4.850000,-0.970000,1.000000,0.000000,0,0,50.00,15.00,-4.000000,-0.400000,0,0,15.00,-0.400000,0.000000,0,0,50.00,15.00,-4.000000,-0.400000,0,0,15.00,-0.400000,0.000000,2,0,0.00,11.25,-4.000000,-0.400000,0,0,11.25,-0.400000,1.098612,2,0,0.00,11.25,-4.000000,-0.400000,0,0,11.25,-0.400000,1.098612,2,0,0.00,11.25,-4.000000,-0.400000,0,0,11.25,-0.400000,1.098612,2,0,0.00,11.25,-4.000000,-0.400000,0,0,11.25,-0.400000,1.098612,2,0,0.00,11.25,-4.000000,-0.400000,0,0,11.25,-0.400000,1.098612,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,2,0,0.00,11.25,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0
Monte,Nuke,4,3,75.00,70.50,3.750000,0.272727,1,0,69.46,70.50,1.609438,0.272727,3.750000,0.250000,0.000000,0.392595,12.563938,8.200000,0.157038,0.500000,63.137187,0.194625,0.246000,0.164000,1.000000,0.000000,0.100380,3.525000,1.410000,6.098155,0.000000,0,0,50.00,67.50,3.750000,0.272727,0,0,67.50,0.272727,0.000000,2,2,100.00,75.62,3.000000,0.245455,1,0,75.62,0.245455,1.098612,4,3,75.00,70.50,3.750000,0.272727,1,0,70.50,0.272727,1.609438,4,3,75.00,70.50,3.750000,0.272727,1,0,70.50,0.272727,1.609438,4,3,75.00,70.50,3.750000,0.272727,1,0,70.50,0.272727,1.609438,4,3,75.00,70.50,3.750000,0.272727,1,0,70.50,0.272727,1.609438,4,3,75.00,70.50,3.750000,0.272727,1,0,70.50,0.272727,1.609438,0,0,50.00,67.50,3.750000,0.272727,0,0,2,2,100.00,75.62,3.000000,0.245455,1,0,2,1,50.00,63.12,4.500000,0.300000,0,0,0,0,50.00,67.50,3.750000,0.272727,0,0,0,0,50.00,67.50,3.750000,0.272727,0,0,0,0,50.00,67.50,3.750000,0.272727,0,0,0,0,50.00,67.50,3.750000,0.272727,0,0
NEXVOID,Ancient,1,1,100.00,87.14,3.000000,0.300000,0,0,71.63,87.14,0.693147,0.300000,3.000000,0.000000,0.000000,0.350400,21.691429,3.714286,0.035040,0.500000,64.602913,0.216339,0.668571,0.074286,0.000000,0.000000,0.153855,9.600000,0.960000,0.000000,0.000000,0,0,50.00,85.00,3.000000,0.300000,0,0,85.00,0.300000,0.000000,0,0,50.00,85.00,3.000000,0.300000,0,0,85.00,0.300000,0.000000,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,0,0,50.00,85.00,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0,1,1,100.00,87.14,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0
NEXVOID,Dust2,1,0,0.00,12.86,-11.000000,-1.000000,0,0,26.85,12.86,0.693147,-1.000000,-11.000000,0.000000,0.000000,-1.181000,-13.891429,-3.714286,-0.118100,0.500000,34.371954,-0.231527,0.668571,0.000000,0.000000,0.000000,-0.039448,-6.000000,-0.600000,0.000000,0.000000,0,0,50.00,15.00,-11.000000,-1.000000,0,0,15.00,-1.000000,0.000000,0,0,50.00,15.00,-11.000000,-1.000000,0,0,15.00,-1.000000,0.000000,0,0,50.00,15.00,-11.000000,-1.000000,0,0,15.00,-1.000000,0.000000,0,0,50.00,15.00,-11.000000,-1.000000,0,0,15.00,-1.000000,0.000000,0,0,50.00,15.00,-11.000000,-1.000000,0,0,15.00,-1.000000,0.000000,0,0,50.00,15.00,-11.000000,-1.000000,0,0,15.00,-1.000000,0.000000,1,0,0.00,12.86,-11.000000,-1.000000,0,0,12.86,-1.000000,0.693147,0,0,50.00,15.00,-11.000000,-1.000000,0,0,0,0,50.00,15.00,-11.000000,-1.000000,0,0,0,0,50.00,15.00,-11.000000,-1.000000,0,0,0,0,50.00,15.00,-11.000000,-1.000000,0,0,0,0,50.00,15.00,-11.000000,-1.000000,0,0,0,0,50.00,15.00,-11.000000,-1.000000,0,0,1,0,0.00,12.86,-11.000000,-1.000000,0,0
NEXVOID,Inferno,2,0,0.00,11.25,-5.500000,-0.550000,0,1,29.21,11.25,1.098612,-0.550000,-5.500000,0.000000,0.500000,-0.598550,-18.561250,-7.750000,-0.119710,0.500000,35.964411,-0.207935,0.620000,0.000000,0.500000,0.000000,-0.069036,0.300000,0.060000,3.500000,0.000000,0,0,50.00,15.00,-5.500000,-0.550000,0,0,15.00,-0.550000,0.000000,0,0,50.00,15.00,-5.500000,-0.550000,0,0,15.00,-0.550000,0.000000,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,2,0,0.00,11.25,-5.500000,-0.550000,0,1,11.25,-0.550000,1.098612,0,0,50.00,15.00,-5.500000,-0.550000,0,0,0,0,50.00,15.00,-5.500000,-0.550000,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-5.500000,-0.550000,0,0,0,0,50.00,15.00,-5.500000,-0.550000,0,0,0,0,50.00,15.00,-5.500000,-0.550000,0,0,1,0,0.00,12.86,-9.000000,-0.900000,0,0
NEXVOID,Overpass,1,0,0.00,12.86,-5.000000,-0.500000,0,0,33.29,12.86,0.693147,-0.500000,-5.000000,0.000000,0.000000,-0.335500,-21.691429,-3.714286,-0.033550,0.500000,38.717571,-0.167147,0.668571,0.000000,0.000000,0.000000,-0.256425,1.600000,0.160000,0.000000,0.000000,0,0,50.00,15.00,-5.000000,-0.500000,0,0,15.00,-0.500000,0.000000,0,0,50.00,15.00,-5.000000,-0.500000,0,0,15.00,-0.500000,0.000000,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,1,0,0.00,12.86,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0
NRG,Ancient,10,6,60.00,58.88,0.400000,0.051250,1,1,64.67,58.88,2.397895,0.051250,0.400000,0.100000,0.100000,0.160404,5.223381,8.875000,0.160404,0.703143,61.842514,0.206358,0.000000,0.177500,1.500000,0.000000,-0.027014,-0.130000,-0.130000,5.885576,0.000000,4,1,25.00,44.20,-3.000000,-0.271875,1,1,44.20,-0.271875,1.609438,6,2,33.33,45.17,-3.166667,-0.297917,1,1,45.17,-0.297917,1.945910,8,4,50.00,53.00,-1.125000,-0.098437,1,1,53.00,-0.098437,2.197225,8,4,50.00,53.00,-1.125000,-0.098437,1,1,53.00,-0.098437,2.197225,8,4,50.00,53.00,-1.125000,-0.098437,1,1,53.00,-0.098437,2.197225,9,5,55.56,56.13,-0.666667,-0.054167,1,1,56.13,-0.054167,2.302585,10,6,60.00,58.88,0.400000,0.051250,1,1,58.88,0.051250,2.397895,4,1,25.00,44.20,-3.000000,-0.271875,1,1,2,1,50.00,55.25,-3.500000,-0.350000,0,0,2,2,100.00,67.75,5.000000,0.500000,0,0,0,0,50.00,57.00,0.400000,0.051250,0,0,0,0,50.00,57.00,0.400000,0.051250,0,0,1,1,100.00,63.14,3.000000,0.300000,0,0,1,1,100.00,63.14,10.000000,1.000000,0,0
NRG,Anubis,2,0,0.00,11.25,-3.000000,-0.228947,1,1,30.84,11.25,1.098612,-0.228947,-3.000000,0.500000,0.500000,-0.142820,-23.172500,-7.750000,-0.028564,0.321857,39.287620,-0.123312,0.620000,0.000000,1.500000,0.000000,-0.045152,-3.600000,-0.720000,0.000000,0.000000,0,0,50.00,15.00,-3.000000,-0.228947,0,0,15.00,-0.228947,0.000000,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,2,0,0.00,11.25,-3.000000,-0.228947,1,1,11.25,-0.228947,1.098612,2,0,0.00,11.25,-3.000000,-0.228947,1,1,11.25,-0.228947,1.098612,2,0,0.00,11.25,-3.000000,-0.228947,1,1,11.25,-0.228947,1.098612,2,0,0.00,11.25,-3.000000,-0.228947,1,1,11.25,-0.228947,1.098612,2,0,0.00,11.25,-3.000000,-0.228947,1,1,11.25,-0.228947,1.098612,0,0,50.00,15.00,-3.000000,-0.228947,0,0,1,0,0.00,12.86,-3.000000,-0.300000,0,0,1,0,0.00,12.86,-3.000000,-0.157895,1,1,0,0,50.00,15.00,-3.000000,-0.228947,0,0,0,0,50.00,15.00,-3.000000,-0.228947,0,0,0,0,50.00,15.00,-3.000000,-0.228947,0,0,0,0,50.00,15.00,-3.000000,-0.228947,0,0
NRG,Dust2,7,0,0.00,6.92,-5.285714,-0.528571,0,1,7.34,6.92,2.079442,-0.528571,-5.285714,0.000000,0.142857,-0.284243,-26.793846,-30.153846,-0.198970,0.330143,25.914128,-0.281682,0.258462,0.000000,0.000000,0.098571,-0.124436,-4.857143,-3.400000,2.118914,0.000000,5,0,0.00,8.18,-5.600000,-0.560000,0,0,8.18,-0.560000,1.791759,6,0,0.00,7.50,-5.833333,-0.583333,0,0,7.50,-0.583333,1.945910,6,0,0.00,7.50,-5.833333,-0.583333,0,0,7.50,-0.583333,1.945910,6,0,0.00,7.50,-5.833333,-0.583333,0,0,7.50,-0.583333,1.945910,6,0,0.00,7.50,-5.833333,-0.583333,0,0,7.50,-0.583333,1.945910,7,0,0.00,6.92,-5.285714,-0.528571,0,1,6.92,-0.528571,2.079442,7,0,0.00,6.92,-5.285714,-0.528571,0,1,6.92,-0.528571,2.079442,5,0,0.00,8.18,-5.600000,-0.560000,0,0,1,0,0.00,12.86,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-5.285714,-0.528571,0,0,0,0,50.00,15.00,-5.285714,-0.528571,0,0,0,0,50.00,15.00,-5.285714,-0.528571,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-5.285714,-0.528571,0,0
