team,map,maps,wins,raw_win_rate,smoothed_win_rate,avg_round_margin,avg_scoreline_quality,overtime_count,close_loss_count,vrs_tier_map_strength,vrs_tier_map_smoothed_win_rate,vrs_tier_map_sample_log,vrs_tier_map_quality,vrs_tier_map_round_margin,vrs_tier_map_overtime_rate,vrs_tier_map_close_loss_rate,vrs_opponent_adjusted_scoreline_quality,vrs_map_win_opponent_quality,vrs_map_win_sample_confidence,vrs_scoreline_sample_confidence,vrs_map_veto_credibility,vrs_map_veto_strength,vrs_pick_ban_opponent_pool_proxy,vrs_bo1_single_map_upset_risk,vrs_bo3_map_depth_strength,vrs_overtime_strong_opponent_signal,vrs_weak_opponent_close_penalty,vrs_recent_strong_opponent_score,vrs_expected_margin_residual,vrs_expected_margin_residual_confidence,vrs_team_volatility,vrs_seed_volatility_rebound,vrs_top10_maps,vrs_top10_wins,vrs_top10_raw_win_rate,vrs_top10_smoothed_win_rate,vrs_top10_avg_round_margin,vrs_top10_avg_scoreline_quality,vrs_top10_overtime_count,vrs_top10_close_loss_count,vrs_top10_map_smoothed_win_rate,vrs_top10_map_quality,vrs_top10_map_sample_log,vrs_top20_maps,vrs_top20_wins,vrs_top20_raw_win_rate,vrs_top20_smoothed_win_rate,vrs_top20_avg_round_margin,vrs_top20_avg_scoreline_quality,vrs_top20_overtime_count,vrs_top20_close_loss_count,vrs_top20_map_smoothed_win_rate,vrs_top20_map_quality,vrs_top20_map_sample_log,vrs_top30_maps,vrs_top30_wins,vrs_top30_raw_win_rate,vrs_top30_smoothed_win_rate,vrs_top30_avg_round_margin,vrs_top30_avg_scoreline_quality,vrs_top30_overtime_count,vrs_top30_close_loss_count,vrs_top30_map_smoothed_win_rate,vrs_top30_map_quality,vrs_top30_map_sample_log,vrs_top40_maps,vrs_top40_wins,vrs_top40_raw_win_rate,vrs_top40_smoothed_win_rate,vrs_top40_avg_round_margin,vrs_top40_avg_scoreline_quality,vrs_top40_overtime_count,vrs_top40_close_loss_count,vrs_top40_map_smoothed_win_rate,vrs_top40_map_quality,vrs_top40_map_sample_log,vrs_top50_maps,vrs_top50_wins,vrs_top50_raw_win_rate,vrs_top50_smoothed_win_rate,vrs_top50_avg_round_margin,vrs_top50_avg_scoreline_quality,vrs_top50_overtime_count,vrs_top50_close_loss_count,vrs_top50_map_smoothed_win_rate,vrs_top50_map_quality,vrs_top50_map_sample_log,vrs_top70_maps,vrs_top70_wins,vrs_top70_raw_win_rate,vrs_top70_smoothed_win_rate,vrs_top70_avg_round_margin,vrs_top70_avg_scoreline_quality,vrs_top70_overtime_count,vrs_top70_close_loss_count,vrs_top70_map_smoothed_win_rate,vrs_top70_map_quality,vrs_top70_map_sample_log,vrs_top100_maps,vrs_top100_wins,vrs_top100_raw_win_rate,vrs_top100_smoothed_win_rate,vrs_top100_avg_round_margin,vrs_top100_avg_scoreline_quality,vrs_top100_overtime_count,vrs_top100_close_loss_count,vrs_top100_map_smoothed_win_rate,vrs_top100_map_quality,vrs_top100_map_sample_log,vrs_bucket_1_10_maps,vrs_bucket_1_10_wins,vrs_bucket_1_10_raw_win_rate,vrs_bucket_1_10_smoothed_win_rate,vrs_bucket_1_10_avg_round_margin,vrs_bucket_1_10_avg_scoreline_quality,vrs_bucket_1_10_overtime_count,vrs_bucket_1_10_close_loss_count,vrs_bucket_11_20_maps,vrs_bucket_11_20_wins,vrs_bucket_11_20_raw_win_rate,vrs_bucket_11_20_smoothed_win_rate,vrs_bucket_11_20_avg_round_margin,vrs_bucket_11_20_avg_scoreline_quality,vrs_bucket_11_20_overtime_count,vrs_bucket_11_20_close_loss_count,vrs_bucket_21_30_maps,vrs_bucket_21_30_wins,vrs_bucket_21_30_raw_win_rate,vrs_bucket_21_30_smoothed_win_rate,vrs_bucket_21_30_avg_round_margin,vrs_bucket_21_30_avg_scoreline_quality,vrs_bucket_21_30_overtime_count,vrs_bucket_21_30_close_loss_count,vrs_bucket_31_40_maps,vrs_bucket_31_40_wins,vrs_bucket_31_40_raw_win_rate,vrs_bucket_31_40_smoothed_win_rate,vrs_bucket_31_40_avg_round_margin,vrs_bucket_31_40_avg_scoreline_quality,vrs_bucket_31_40_overtime_count,vrs_bucket_31_40_close_loss_count,vrs_bucket_41_50_maps,vrs_bucket_41_50_wins,vrs_bucket_41_50_raw_win_rate,vrs_bucket_41_50_smoothed_win_rate,vrs_bucket_41_50_avg_round_margin,vrs_bucket_41_50_avg_scoreline_quality,vrs_bucket_41_50_overtime_count,vrs_bucket_41_50_close_loss_count,vrs_bucket_51_70_maps,vrs_bucket_51_70_wins,vrs_bucket_51_70_raw_win_rate,vrs_bucket_51_70_smoothed_win_rate,vrs_bucket_51_70_avg_round_margin,vrs_bucket_51_70_avg_scoreline_quality,vrs_bucket_51_70_overtime_count,vrs_bucket_51_70_close_loss_count,vrs_bucket_71_100_maps,vrs_bucket_71_100_wins,vrs_bucket_71_100_raw_win_rate,vrs_bucket_71_100_smoothed_win_rate,vrs_bucket_71_100_avg_round_margin,vrs_bucket_71_100_avg_scoreline_quality,vrs_bucket_71_100_overtime_count,vrs_bucket_71_100_close_loss_count
Eternal Fire,Mirage,1,0,0.00,12.86,-2.000000,-0.125000,1,1,36.91,12.86,0.693147,-0.125000,-2.000000,1.000000,1.000000,-0.088125,-21.171429,-3.714286,-0.008813,0.500000,41.163395,-0.130913,0.668571,0.000000,0.000000,0.000000,-0.020186,6.000000,0.600000,0.000000,0.000000,0,0,50.00,15.00,-2.000000,-0.125000,0,0,15.00,-0.125000,0.000000,0,0,50.00,15.00,-2.000000,-0.125000,0,0,15.00,-0.125000,0.000000,0,0,50.00,15.00,-2.000000,-0.125000,0,0,15.00,-0.125000,0.000000,1,0,0.00,12.86,-2.000000,-0.125000,1,1,12.86,-0.125000,0.693147,1,0,0.00,12.86,-2.000000,-0.125000,1,1,12.86,-0.125000,0.693147,1,0,0.00,12.86,-2.000000,-0.125000,1,1,12.86,-0.125000,0.693147,1,0,0.00,12.86,-2.000000,-0.125000,1,1,12.86,-0.125000,0.693147,0,0,50.00,15.00,-2.000000,-0.125000,0,0,0,0,50.00,15.00,-2.000000,-0.125000,0,0,0,0,50.00,15.00,-2.000000,-0.125000,0,0,1,0,0.00,12.86,-2.000000,-0.125000,1,1,0,0,50.00,15.00,-2.000000,-0.125000,0,0,0,0,50.00,15.00,-2.000000,-0.125000,0,0,0,0,50.00,15.00,-2.000000,-0.125000,0,0
Eternal Fire,Overpass,1,0,0.00,12.86,-2.000000,-0.200000,0,1,36.48,12.86,0.693147,-0.200000,-2.000000,0.000000,1.000000,-0.120600,-22.731429,-3.714286,-0.012060,0.500000,40.872164,-0.135227,0.668571,0.000000,0.500000,0.000000,-0.059335,4.200000,0.420000,0.000000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,0,0,50.00,15.00,-2.000000,-0.200000,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0
FOKUS,Ancient,2,1,50.00,50.00,0.000000,0.000000,0,0,50.26,50.00,1.098612,0.000000,0.000000,0.000000,0.000000,0.104750,0.000000,0.000000,0.020950,0.500000,50.176095,0.002609,0.000000,0.000000,0.000000,0.000000,-0.111500,0.150000,0.030000,5.000000,0.000000,0,0,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,0.000000,0,0,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,0.000000,1,1,100.00,57.14,5.000000,0.500000,0,0,57.14,0.500000,0.693147,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,1,1,100.00,57.14,5.000000,0.500000,0,0,1,0,0.00,42.86,-5.000000,-0.500000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0
FOKUS,Mirage,1,0,0.00,12.86,-8.000000,-0.800000,0,0,28.71,12.86,0.693147,-0.800000,-8.000000,0.000000,0.000000,-0.530000,-21.821429,-3.714286,-0.053000,0.500000,35.628648,-0.212909,0.668571,0.000000,0.000000,0.000000,-0.138416,-7.300000,-0.730000,0.000000,0.000000,0,0,50.00,15.00,-8.000000,-0.800000,0,0,15.00,-0.800000,0.000000,0,0,50.00,15.00,-8.000000,-0.800000,0,0,15.00,-0.800000,0.000000,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,1,0,0.00,12.86,-8.000000,-0.800000,0,0,12.86,-0.800000,0.693147,0,0,50.00,15.00,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0,1,0,0.00,12.86,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0,0,0,50.00,15.00,-8.000000,-0.800000,0,0
FOKUS,Nuke,2,2,100.00,88.75,6.000000,0.600000,0,0,75.76,88.75,1.098612,0.600000,6.000000,0.000000,0.000000,0.685750,22.019687,7.750000,0.137150,0.500000,67.387256,0.257589,0.620000,0.155000,0.000000,0.000000,0.215312,6.150000,1.230000,1.000000,0.000000,0,0,50.00,85.00,6.000000,0.600000,0,0,85.00,0.600000,0.000000,0,0,50.00,85.00,6.000000,0.600000,0,0,85.00,0.600000,0.000000,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,1,1,100.00,87.14,7.000000,0.700000,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0
FOKUS,Overpass,1,1,100.00,87.14,2.000000,0.200000,0,0,67.36,87.14,0.693147,0.200000,2.000000,0.000000,0.000000,0.219600,20.391429,3.714286,0.021960,0.500000,61.720900,0.173643,0.668571,0.074286,0.000000,0.000000,0.123804,1.600000,0.160000,0.000000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,1,1,100.00,87.14,2.000000,0.200000,0,0,87.14,0.200000,0.693147,1,1,100.00,87.14,2.000000,0.200000,0,0,87.14,0.200000,0.693147,1,1,100.00,87.14,2.000000,0.200000,0,0,87.14,0.200000,0.693147,1,1,100.00,87.14,2.000000,0.200000,0,0,87.14,0.200000,0.693147,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,1,1,100.00,87.14,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0
FURIA,Dust2,3,1,33.33,36.67,2.333333,0.233333,0,0,45.77,36.67,1.386294,0.233333,2.333333,0.000000,0.000000,0.434933,-8.206667,-4.000000,0.130480,0.500000,47.147125,-0.042265,0.186667,0.000000,0.000000,0.000000,0.070387,0.733333,0.220000,6.649979,0.000000,0,0,50.00,38.33,2.333333,0.233333,0,0,38.33,0.233333,0.000000,2,1,50.00,41.25,7.000000,0.700000,0,0,41.25,0.700000,1.098612,3,1,33.33,36.67,2.333333,0.233333,0,0,36.67,0.233333,1.386294,3,1,33.33,36.67,2.333333,0.233333,0,0,36.67,0.233333,1.386294,3,1,33.33,36.67,2.333333,0.233333,0,0,36.67,0.233333,1.386294,3,1,33.33,36.67,2.333333,0.233333,0,0,36.67,0.233333,1.386294,3,1,33.33,36.67,2.333333,0.233333,0,0,36.67,0.233333,1.386294,0,0,50.00,38.33,2.333333,0.233333,0,0,2,1,50.00,41.25,7.000000,0.700000,0,0,1,0,0.00,32.86,-7.000000,-0.700000,0,0,0,0,50.00,38.33,2.333333,0.233333,0,0,0,0,50.00,38.33,2.333333,0.233333,0,0,0,0,50.00,38.33,2.333333,0.233333,0,0,0,0,50.00,38.33,2.333333,0.233333,0,0
FURIA,Inferno,4,4,100.00,91.00,5.250000,0.525000,0,0,82.57,91.00,1.609438,0.525000,5.250000,0.000000,0.000000,0.650125,25.486625,16.400000,0.260050,0.500000,71.984223,0.325692,0.492000,0.328000,0.000000,0.000000,0.239319,4.050000,1.620000,1.920286,0.000000,0,0,50.00,85.00,5.250000,0.525000,0,0,85.00,0.525000,0.000000,4,4,100.00,91.00,5.250000,0.525000,0,0,91.00,0.525000,1.609438,4,4,100.00,91.00,5.250000,0.525000,0,0,91.00,0.525000,1.609438,4,4,100.00,91.00,5.250000,0.525000,0,0,91.00,0.525000,1.609438,4,4,100.00,91.00,5.250000,0.525000,0,0,91.00,0.525000,1.609438,4,4,100.00,91.00,5.250000,0.525000,0,0,91.00,0.525000,1.609438,4,4,100.00,91.00,5.250000,0.525000,0,0,91.00,0.525000,1.609438,0,0,50.00,85.00,5.250000,0.525000,0,0,4,4,100.00,91.00,5.250000,0.525000,0,0,0,0,50.00,85.00,5.250000,0.525000,0,0,0,0,50.00,85.00,5.250000,0.525000,0,0,0,0,50.00,85.00,5.250000,0.525000,0,0,0,0,50.00,85.00,5.250000,0.525000,0,0,0,0,50.00,85.00,5.250000,0.525000,0,0
FURIA,Mirage,6,3,50.00,50.00,0.833333,0.083333,0,0,50.12,50.00,1.945910,0.083333,0.833333,0.000000,0.000000,0.170633,0.000000,0.000000,0.102380,0.500000,50.080076,0.001186,0.000000,0.000000,0.000000,0.000000,0.041774,-1.633333,-0.980000,4.980518,0.000000,0,0,50.00,50.00,0.833333,0.083333,0,0,50.00,0.083333,0.000000,4,2,50.00,50.00,1.250000,0.125000,0,0,50.00,0.125000,1.609438,5,2,40.00,45.45,0.000000,0.000000,0,0,45.45,0.000000,1.791759,5,2,40.00,45.45,0.000000,0.000000,0,0,45.45,0.000000,1.791759,5,2,40.00,45.45,0.000000,0.000000,0,0,45.45,0.000000,1.791759,5,2,40.00,45.45,0.000000,0.000000,0,0,45.45,0.000000,1.791759,6,3,50.00,50.00,0.833333,0.083333,0,0,50.00,0.083333,1.945910,0,0,50.00,50.00,0.833333,0.083333,0,0,4,2,50.00,50.00,1.250000,0.125000,0,0,1,0,0.00,42.86,-5.000000,-0.500000,0,0,0,0,50.00,50.00,0.833333,0.083333,0,0,0,0,50.00,50.00,0.833333,0.083333,0,0,0,0,50.00,50.00,0.833333,0.083333,0,0,1,1,100.00,57.14,5.000000,0.500000,0,0
FURIA,Nuke,2,1,50.00,50.00,1.500000,0.100000,0,0,51.69,50.00,1.098612,0.100000,1.500000,0.000000,0.000000,0.384600,0.000000,0.000000,0.076920,0.500000,51.139251,0.016878,0.000000,0.000000,0.000000,0.000000,-0.073299,0.100000,0.020000,9.500000,0.000000,0,0,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,0.000000,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,0,0,50.00,50.00,1.500000,0.100000,0,0,2,1,50.00,50.00,1.500000,0.100000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0
FURIA,Overpass,3,2,66.67,63.33,1.000000,0.066667,0,0,55.96,63.33,1.386294,0.066667,1.000000,0.000000,0.000000,0.229700,6.946667,4.000000,0.068910,0.500000,54.021848,0.059583,0.186667,0.080000,0.000000,0.161667,-0.006281,-2.766667,-0.830000,8.602325,0.000000,0,0,50.00,61.67,1.000000,0.066667,0,0,61.67,0.066667,0.000000,1,0,0.00,52.86,-10.000000,-1.000000,0,0,52.86,-1.000000,0.693147,2,1,50.00,58.75,0.500000,0.000000,0,0,58.75,0.000000,1.098612,2,1,50.00,58.75,0.500000,0.000000,0,0,58.75,0.000000,1.098612,2,1,50.00,58.75,0.500000,0.000000,0,0,58.75,0.000000,1.098612,2,1,50.00,58.75,0.500000,0.000000,0,0,58.75,0.000000,1.098612,3,2,66.67,63.33,1.000000,0.066667,0,0,63.33,0.066667,1.386294,0,0,50.00,61.67,1.000000,0.066667,0,0,1,0,0.00,52.86,-10.000000,-1.000000,0,0,1,1,100.00,67.14,11.000000,1.000000,0,0,0,0,50.00,61.67,1.000000,0.066667,0,0,0,0,50.00,61.67,1.000000,0.066667,0,0,0,0,50.00,61.67,1.000000,0.066667,0,0,1,1,100.00,67.14,2.000000,0.200000,0,0
FUT,Ancient,7,5,71.43,68.46,2.571429,0.241071,1,0,70.12,68.46,2.079442,0.241071,2.571429,0.142857,0.000000,0.427721,11.289231,12.923077,0.299405,0.500000,63.583461,0.201236,0.110769,0.258462,0.000000,0.000000,0.030880,1.885714,1.320000,6.673126,0.000000,0,0,50.00,65.00,2.571429,0.241071,0,0,65.00,0.241071,0.000000,5,3,60.00,62.73,1.400000,0.140000,0,0,62.73,0.140000,1.791759,6,4,66.67,65.83,2.500000,0.250000,0,0,65.83,0.250000,1.945910,7,5,71.43,68.46,2.571429,0.241071,1,0,68.46,0.241071,2.079442,7,5,71.43,68.46,2.571429,0.241071,1,0,68.46,0.241071,2.079442,7,5,71.43,68.46,2.571429,0.241071,1,0,68.46,0.241071,2.079442,7,5,71.43,68.46,2.571429,0.241071,1,0,68.46,0.241071,2.079442,0,0,50.00,65.00,2.571429,0.241071,0,0,5,3,60.00,62.73,1.400000,0.140000,0,0,1,1,100.00,70.00,8.000000,0.800000,0,0,1,1,100.00,70.00,3.000000,0.187500,1,0,0,0,50.00,65.00,2.571429,0.241071,0,0,0,0,50.00,65.00,2.571429,0.241071,0,0,0,0,50.00,65.00,2.571429,0.241071,0,0
FUT,Anubis,2,1,50.00,50.00,3.500000,0.350000,0,0,54.30,50.00,1.098612,0.350000,3.500000,0.000000,0.000000,0.512000,0.000000,0.000000,0.102400,0.500000,52.904807,0.043034,0.000000,0.000000,0.000000,0.000000,0.081742,3.050000,0.610000,6.500000,0.000000,0,0,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,0.000000,0,0,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,0.000000,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,0,0,50.00,50.00,3.500000,0.350000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0,2,1,50.00,50.00,3.500000,0.350000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0
FUT,Dust2,1,1,100.00,87.14,5.000000,0.500000,0,0,70.16,87.14,0.693147,0.500000,5.000000,0.000000,0.000000,0.605000,22.471429,3.714286,0.060500,0.500000,63.610693,0.201640,0.668571,0.074286,0.000000,0.000000,0.110845,4.300000,0.430000,0.000000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0
FUT,Mirage,2,2,100.00,88.75,9.000000,0.900000,0,0,79.11,88.75,1.098612,0.900000,9.000000,0.000000,0.000000,1.106500,23.782813,7.750000,0.221300,0.500000,69.648692,0.291092,0.620000,0.155000,0.000000,0.000000,0.191518,8.800000,1.760000,1.000000,0.000000,0,0,50.00,85.00,9.000000,0.900000,0,0,85.00,0.900000,0.000000,1,1,100.00,87.14,10.000000,1.000000,0,0,87.14,1.000000,0.693147,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,0,0,50.00,85.00,9.000000,0.900000,0,0,1,1,100.00,87.14,10.000000,1.000000,0,0,1,1,100.00,87.14,8.000000,0.800000,0,0,0,0,50.00,85.00,9.000000,0.900000,0,0,0,0,50.00,85.00,9.000000,0.900000,0,0,0,0,50.00,85.00,9.000000,0.900000,0,0,0,0,50.00,85.00,9.000000,0.900000,0,0
FUT,Nuke,3,3,100.00,90.00,8.333333,0.800000,0,0,82.95,90.00,1.386294,0.800000,8.333333,0.000000,0.000000,0.996467,24.993333,12.000000,0.298940,0.500000,72.240739,0.329492,0.560000,0.240000,0.000000,0.000000,0.214888,8.366667,2.510000,3.091206,0.000000,0,0,50.00,85.00,8.333333,0.800000,0,0,85.00,0.800000,0.000000,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,0,0,50.00,85.00,8.333333,0.800000,0,0,3,3,100.00,90.00,8.333333,0.800000,0,0,0,0,50.00,85.00,8.333333,0.800000,0,0,0,0,50.00,85.00,8.333333,0.800000,0,0,0,0,50.00,85.00,8.333333,0.800000,0,0,0,0,50.00,85.00,8.333333,0.800000,0,0,0,0,50.00,85.00,8.333333,0.800000,0,0
FUT,Overpass,3,2,66.67,63.33,1.666667,0.129167,1,1,60.98,63.33,1.386294,0.129167,1.666667,0.333333,0.333333,0.189562,8.004444,4.000000,0.056869,0.500000,57.410900,0.109791,0.186667,0.080000,1.500000,0.000000,0.051033,0.100000,0.030000,2.624669,0.000000,0,0,50.00,61.67,1.666667,0.129167,0,0,61.67,0.129167,0.000000,2,1,50.00,58.75,0.500000,-0.006250,1,1,58.75,-0.006250,1.098612,2,1,50.00,58.75,0.500000,-0.006250,1,1,58.75,-0.006250,1.098612,3,2,66.67,63.33,1.666667,0.129167,1,1,63.33,0.129167,1.386294,3,2,66.67,63.33,1.666667,0.129167,1,1,63.33,0.129167,1.386294,3,2,66.67,63.33,1.666667,0.129167,1,1,63.33,0.129167,1.386294,3,2,66.67,63.33,1.666667,0.129167,1,1,63.33,0.129167,1.386294,0,0,50.00,61.67,1.666667,0.129167,0,0,2,1,50.00,58.75,0.500000,-0.006250,1,1,0,0,50.00,61.67,1.666667,0.129167,0,0,1,1,100.00,67.14,4.000000,0.400000,0,0,0,0,50.00,61.67,1.666667,0.129167,0,0,0,0,50.00,61.67,1.666667,0.129167,0,0,0,0,50.00,61.67,1.666667,0.129167,0,0
FaZe,Ancient,1,1,100.00,87.14,5.000000,0.500000,0,0,65.45,87.14,0.693147,0.500000,5.000000,0.000000,0.000000,0.335500,12.461429,3.714286,0.033550,0.500000,60.428442,0.154495,0.668571,0.074286,0.000000,0.000000,0.004993,-3.000000,-0.300000,0.000000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0
