team,map,maps,wins,raw_win_rate,smoothed_win_rate,avg_round_margin,avg_scoreline_quality,overtime_count,close_loss_count,vrs_tier_map_strength,vrs_tier_map_smoothed_win_rate,vrs_tier_map_sample_log,vrs_tier_map_quality,vrs_tier_map_round_margin,vrs_tier_map_overtime_rate,vrs_tier_map_close_loss_rate,vrs_top10_maps,vrs_top10_wins,vrs_top10_raw_win_rate,vrs_top10_smoothed_win_rate,vrs_top10_avg_round_margin,vrs_top10_avg_scoreline_quality,vrs_top10_overtime_count,vrs_top10_close_loss_count,vrs_top10_map_smoothed_win_rate,vrs_top10_map_quality,vrs_top10_map_sample_log,vrs_top20_maps,vrs_top20_wins,vrs_top20_raw_win_rate,vrs_top20_smoothed_win_rate,vrs_top20_avg_round_margin,vrs_top20_avg_scoreline_quality,vrs_top20_overtime_count,vrs_top20_close_loss_count,vrs_top20_map_smoothed_win_rate,vrs_top20_map_quality,vrs_top20_map_sample_log,vrs_top30_maps,vrs_top30_wins,vrs_top30_raw_win_rate,vrs_top30_smoothed_win_rate,vrs_top30_avg_round_margin,vrs_top30_avg_scoreline_quality,vrs_top30_overtime_count,vrs_top30_close_loss_count,vrs_top30_map_smoothed_win_rate,vrs_top30_map_quality,vrs_top30_map_sample_log,vrs_top40_maps,vrs_top40_wins,vrs_top40_raw_win_rate,vrs_top40_smoothed_win_rate,vrs_top40_avg_round_margin,vrs_top40_avg_scoreline_quality,vrs_top40_overtime_count,vrs_top40_close_loss_count,vrs_top40_map_smoothed_win_rate,vrs_top40_map_quality,vrs_top40_map_sample_log,vrs_top50_maps,vrs_top50_wins,vrs_top50_raw_win_rate,vrs_top50_smoothed_win_rate,vrs_top50_avg_round_margin,vrs_top50_avg_scoreline_quality,vrs_top50_overtime_count,vrs_top50_close_loss_count,vrs_top50_map_smoothed_win_rate,vrs_top50_map_quality,vrs_top50_map_sample_log,vrs_top70_maps,vrs_top70_wins,vrs_top70_raw_win_rate,vrs_top70_smoothed_win_rate,vrs_top70_avg_round_margin,vrs_top70_avg_scoreline_quality,vrs_top70_overtime_count,vrs_top70_close_loss_count,vrs_top70_map_smoothed_win_rate,vrs_top70_map_quality,vrs_top70_map_sample_log,vrs_top100_maps,vrs_top100_wins,vrs_top100_raw_win_rate,vrs_top100_smoothed_win_rate,vrs_top100_avg_round_margin,vrs_top100_avg_scoreline_quality,vrs_top100_overtime_count,vrs_top100_close_loss_count,vrs_top100_map_smoothed_win_rate,vrs_top100_map_quality,vrs_top100_map_sample_log,vrs_bucket_1_10_maps,vrs_bucket_1_10_wins,vrs_bucket_1_10_raw_win_rate,vrs_bucket_1_10_smoothed_win_rate,vrs_bucket_1_10_avg_round_margin,vrs_bucket_1_10_avg_scoreline_quality,vrs_bucket_1_10_overtime_count,vrs_bucket_1_10_close_loss_count,vrs_bucket_11_20_maps,vrs_bucket_11_20_wins,vrs_bucket_11_20_raw_win_rate,vrs_bucket_11_20_smoothed_win_rate,vrs_bucket_11_20_avg_round_margin,vrs_bucket_11_20_avg_scoreline_quality,vrs_bucket_11_20_overtime_count,vrs_bucket_11_20_close_loss_count,vrs_bucket_21_30_maps,vrs_bucket_21_30_wins,vrs_bucket_21_30_raw_win_rate,vrs_bucket_21_30_smoothed_win_rate,vrs_bucket_21_30_avg_round_margin,vrs_bucket_21_30_avg_scoreline_quality,vrs_bucket_21_30_overtime_count,vrs_bucket_21_30_close_loss_count,vrs_bucket_31_40_maps,vrs_bucket_31_40_wins,vrs_bucket_31_40_raw_win_rate,vrs_bucket_31_40_smoothed_win_rate,vrs_bucket_31_40_avg_round_margin,vrs_bucket_31_40_avg_scoreline_quality,vrs_bucket_31_40_overtime_count,vrs_bucket_31_40_close_loss_count,vrs_bucket_41_50_maps,vrs_bucket_41_50_wins,vrs_bucket_41_50_raw_win_rate,vrs_bucket_41_50_smoothed_win_rate,vrs_bucket_41_50_avg_round_margin,vrs_bucket_41_50_avg_scoreline_quality,vrs_bucket_41_50_overtime_count,vrs_bucket_41_50_close_loss_count,vrs_bucket_51_70_maps,vrs_bucket_51_70_wins,vrs_bucket_51_70_raw_win_rate,vrs_bucket_51_70_smoothed_win_rate,vrs_bucket_51_70_avg_round_margin,vrs_bucket_51_70_avg_scoreline_quality,vrs_bucket_51_70_overtime_count,vrs_bucket_51_70_close_loss_count,vrs_bucket_71_100_maps,vrs_bucket_71_100_wins,vrs_bucket_71_100_raw_win_rate,vrs_bucket_71_100_smoothed_win_rate,vrs_bucket_71_100_avg_round_margin,vrs_bucket_71_100_avg_scoreline_quality,vrs_bucket_71_100_overtime_count,vrs_bucket_71_100_close_loss_count
B8,Dust2,14,8,57.14,56.50,1.714286,0.182143,1,1,57.96,56.50,2.708050,0.182143,1.714286,0.071429,0.071429,4,1,25.00,43.00,-2.750000,-0.275000,0,0,43.00,-0.275000,1.609438,8,3,37.50,45.00,-0.625000,-0.043750,1,1,45.00,-0.043750,2.197225,9,3,33.33,42.00,-1.444444,-0.127778,1,1,42.00,-0.127778,2.302585,11,5,45.45,48.82,0.545455,0.068182,1,1,48.82,0.068182,2.484907,11,5,45.45,48.82,0.545455,0.068182,1,1,48.82,0.068182,2.484907,13,7,53.85,54.21,1.076923,0.119231,1,1,54.21,0.119231,2.639057,14,8,57.14,56.50,1.714286,0.182143,1,1,56.50,0.182143,2.708050,4,1,25.00,43.00,-2.750000,-0.275000,0,0,4,2,50.00,53.00,1.500000,0.187500,1,1,1,0,0.00,47.14,-8.000000,-0.800000,0,0,2,2,100.00,66.25,9.500000,0.950000,0,0,0,0,50.00,55.00,1.714286,0.182143,0,0,2,2,100.00,66.25,4.000000,0.400000,0,0,1,1,100.00,61.43,10.000000,1.000000,0,0
B8,Inferno,8,1,12.50,17.32,-4.500000,-0.425000,0,1,13.92,17.32,2.197225,-0.425000,-4.500000,0.000000,0.125000,3,1,33.33,26.94,0.000000,0.000000,0,0,26.94,0.000000,1.386294,5,1,20.00,22.05,-3.000000,-0.300000,0,0,22.05,-0.300000,1.791759,6,1,16.67,20.21,-4.500000,-0.416667,0,0,20.21,-0.416667,1.945910,8,1,12.50,17.32,-4.500000,-0.425000,0,1,17.32,-0.425000,2.197225,8,1,12.50,17.32,-4.500000,-0.425000,0,1,17.32,-0.425000,2.197225,8,1,12.50,17.32,-4.500000,-0.425000,0,1,17.32,-0.425000,2.197225,8,1,12.50,17.32,-4.500000,-0.425000,0,1,17.32,-0.425000,2.197225,3,1,33.33,26.94,0.000000,0.000000,0,0,2,0,0.00,17.81,-7.500000,-0.750000,0,0,1,0,0.00,20.36,-12.000000,-1.000000,0,0,2,0,0.00,17.81,-4.500000,-0.450000,0,1,0,0,50.00,23.75,-4.500000,-0.425000,0,0,0,0,50.00,23.75,-4.500000,-0.425000,0,0,0,0,50.00,23.75,-4.500000,-0.425000,0,0
B8,Mirage,19,11,57.89,57.33,0.736842,0.092763,4,4,58.07,57.33,2.995732,0.092763,0.736842,0.210526,0.210526,10,4,40.00,45.82,-0.100000,0.023750,3,4,45.82,0.023750,2.397895,11,4,36.36,43.13,-0.363636,-0.005682,3,4,43.13,-0.005682,2.484907,13,6,46.15,49.11,0.076923,0.027885,4,4,49.11,0.027885,2.639057,15,7,46.67,49.20,-0.466667,-0.022500,4,4,49.20,-0.022500,2.772589,16,8,50.00,51.51,0.187500,0.041406,4,4,51.51,0.041406,2.833213,17,9,52.94,53.62,0.588235,0.080147,4,4,53.62,0.080147,2.890372,19,11,57.89,57.33,0.736842,0.092763,4,4,57.33,0.092763,2.995732,10,4,40.00,45.82,-0.100000,0.023750,3,4,1,0,0.00,47.59,-3.000000,-0.300000,0,0,2,2,100.00,66.64,2.500000,0.212500,1,0,2,1,50.00,54.14,-4.000000,-0.350000,0,0,1,1,100.00,61.88,10.000000,1.000000,0,0,1,1,100.00,61.88,7.000000,0.700000,0,0,2,2,100.00,66.64,2.000000,0.200000,0,0
B8,Nuke,9,3,33.33,35.33,-0.777778,-0.058918,2,3,34.86,35.33,2.302585,-0.058918,-0.777778,0.222222,0.333333,3,1,33.33,36.67,-0.333333,-0.001754,1,1,36.67,-0.001754,1.386294,6,2,33.33,35.83,-1.000000,-0.084211,1,2,35.83,-0.084211,1.945910,7,2,28.57,33.08,-1.571429,-0.143609,1,2,33.08,-0.143609,2.079442,8,3,37.50,37.86,-0.625000,-0.050658,1,2,37.86,-0.050658,2.197225,8,3,37.50,37.86,-0.625000,-0.050658,1,2,37.86,-0.050658,2.197225,8,3,37.50,37.86,-0.625000,-0.050658,1,2,37.86,-0.050658,2.197225,9,3,33.33,35.33,-0.777778,-0.058918,2,3,35.33,-0.058918,2.302585,3,1,33.33,36.67,-0.333333,-0.001754,1,1,3,1,33.33,36.67,-1.666667,-0.166667,0,1,1,0,0.00,32.86,-5.000000,-0.500000,0,0,1,1,100.00,47.14,6.000000,0.600000,0,0,0,0,50.00,38.33,-0.777778,-0.058918,0,0,0,0,50.00,38.33,-0.777778,-0.058918,0,0,1,0,0.00,32.86,-2.000000,-0.125000,1,1
B8,Overpass,8,3,37.50,39.11,-1.500000,-0.135937,1,1,38.02,39.11,2.197225,-0.135937,-1.500000,0.125000,0.125000,5,1,20.00,31.59,-4.400000,-0.397500,1,1,31.59,-0.397500,1.791759,6,1,16.67,28.96,-4.500000,-0.414583,1,1,28.96,-0.414583,1.945910,6,1,16.67,28.96,-4.500000,-0.414583,1,1,28.96,-0.414583,1.945910,6,1,16.67,28.96,-4.500000,-0.414583,1,1,28.96,-0.414583,1.945910,7,2,28.57,34.42,-3.285714,-0.298214,1,1,34.42,-0.298214,2.079442,7,2,28.57,34.42,-3.285714,-0.298214,1,1,34.42,-0.298214,2.079442,8,3,37.50,39.11,-1.500000,-0.135937,1,1,39.11,-0.135937,2.197225,5,1,20.00,31.59,-4.400000,-0.397500,1,1,1,0,0.00,35.36,-5.000000,-0.500000,0,0,0,0,50.00,41.25,-1.500000,-0.135937,0,0,0,0,50.00,41.25,-1.500000,-0.135937,0,0,1,1,100.00,49.64,4.000000,0.400000,0,0,0,0,50.00,41.25,-1.500000,-0.135937,0,0,1,1,100.00,49.64,11.000000,1.000000,0,0
BC.Game,Ancient,1,0,0.00,12.86,-2.000000,-0.200000,0,1,11.26,12.86,0.693147,-0.200000,-2.000000,0.000000,1.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0
BC.Game,Anubis,1,0,0.00,12.86,-3.000000,-0.300000,0,0,10.46,12.86,0.693147,-0.300000,-3.000000,0.000000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,1,0,0.00,12.86,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0
BC.Game,Inferno,1,0,0.00,12.86,-3.000000,-0.300000,0,0,10.46,12.86,0.693147,-0.300000,-3.000000,0.000000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,0,0,50.00,15.00,-3.000000,-0.300000,0,0,1,0,0.00,12.86,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0
BC.Game,Mirage,1,0,0.00,12.86,-2.000000,-0.200000,0,1,11.26,12.86,0.693147,-0.200000,-2.000000,0.000000,1.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,0,0,50.00,15.00,-2.000000,-0.200000,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0
BC.Game,Nuke,1,0,0.00,12.86,-6.000000,-0.600000,0,0,8.06,12.86,0.693147,-0.600000,-6.000000,0.000000,0.000000,0,0,50.00,15.00,-6.000000,-0.600000,0,0,15.00,-0.600000,0.000000,1,0,0.00,12.86,-6.000000,-0.600000,0,0,12.86,-0.600000,0.693147,1,0,0.00,12.86,-6.000000,-0.600000,0,0,12.86,-0.600000,0.693147,1,0,0.00,12.86,-6.000000,-0.600000,0,0,12.86,-0.600000,0.693147,1,0,0.00,12.86,-6.000000,-0.600000,0,0,12.86,-0.600000,0.693147,1,0,0.00,12.86,-6.000000,-0.600000,0,0,12.86,-0.600000,0.693147,1,0,0.00,12.86,-6.000000,-0.600000,0,0,12.86,-0.600000,0.693147,0,0,50.00,15.00,-6.000000,-0.600000,0,0,1,0,0.00,12.86,-6.000000,-0.600000,0,0,0,0,50.00,15.00,-6.000000,-0.600000,0,0,0,0,50.00,15.00,-6.000000,-0.600000,0,0,0,0,50.00,15.00,-6.000000,-0.600000,0,0,0,0,50.00,15.00,-6.000000,-0.600000,0,0,0,0,50.00,15.00,-6.000000,-0.600000,0,0
BC.Game,Overpass,2,1,50.00,50.00,-4.500000,-0.400000,0,0,46.80,50.00,1.098612,-0.400000,-4.500000,0.000000,0.000000,0,0,50.00,50.00,-4.500000,-0.400000,0,0,50.00,-0.400000,0.000000,1,0,0.00,42.86,-11.000000,-1.000000,0,0,42.86,-1.000000,0.693147,2,1,50.00,50.00,-4.500000,-0.400000,0,0,50.00,-0.400000,1.098612,2,1,50.00,50.00,-4.500000,-0.400000,0,0,50.00,-0.400000,1.098612,2,1,50.00,50.00,-4.500000,-0.400000,0,0,50.00,-0.400000,1.098612,2,1,50.00,50.00,-4.500000,-0.400000,0,0,50.00,-0.400000,1.098612,2,1,50.00,50.00,-4.500000,-0.400000,0,0,50.00,-0.400000,1.098612,0,0,50.00,50.00,-4.500000,-0.400000,0,0,1,0,0.00,42.86,-11.000000,-1.000000,0,0,1,1,100.00,57.14,2.000000,0.200000,0,0,0,0,50.00,50.00,-4.500000,-0.400000,0,0,0,0,50.00,50.00,-4.500000,-0.400000,0,0,0,0,50.00,50.00,-4.500000,-0.400000,0,0,0,0,50.00,50.00,-4.500000,-0.400000,0,0
BESTIA,Ancient,5,0,0.00,8.18,-5.400000,-0.525000,1,1,5.00,8.18,1.791759,-0.525000,-5.400000,0.200000,0.200000,0,0,50.00,15.00,-5.400000,-0.525000,0,0,15.00,-0.525000,0.000000,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,3,0,0.00,10.00,-6.000000,-0.600000,0,0,10.00,-0.600000,1.386294,4,0,0.00,9.00,-5.000000,-0.481250,1,1,9.00,-0.481250,1.609438,5,0,0.00,8.18,-5.400000,-0.525000,1,1,8.18,-0.525000,1.791759,5,0,0.00,8.18,-5.400000,-0.525000,1,1,8.18,-0.525000,1.791759,5,0,0.00,8.18,-5.400000,-0.525000,1,1,8.18,-0.525000,1.791759,0,0,50.00,15.00,-5.400000,-0.525000,0,0,1,0,0.00,12.86,-10.000000,-1.000000,0,0,2,0,0.00,11.25,-4.000000,-0.400000,0,0,1,0,0.00,12.86,-2.000000,-0.125000,1,1,1,0,0.00,12.86,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-5.400000,-0.525000,0,0,0,0,50.00,15.00,-5.400000,-0.525000,0,0
BESTIA,Dust2,1,0,0.00,12.86,-10.000000,-1.000000,0,0,5.00,12.86,0.693147,-1.000000,-10.000000,0.000000,0.000000,0,0,50.00,15.00,-10.000000,-1.000000,0,0,15.00,-1.000000,0.000000,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,0,0,50.00,15.00,-10.000000,-1.000000,0,0,1,0,0.00,12.86,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0
BESTIA,Mirage,3,1,33.33,36.67,-1.666667,-0.166667,0,0,35.33,36.67,1.386294,-0.166667,-1.666667,0.000000,0.000000,0,0,50.00,38.33,-1.666667,-0.166667,0,0,38.33,-0.166667,0.000000,0,0,50.00,38.33,-1.666667,-0.166667,0,0,38.33,-0.166667,0.000000,3,1,33.33,36.67,-1.666667,-0.166667,0,0,36.67,-0.166667,1.386294,3,1,33.33,36.67,-1.666667,-0.166667,0,0,36.67,-0.166667,1.386294,3,1,33.33,36.67,-1.666667,-0.166667,0,0,36.67,-0.166667,1.386294,3,1,33.33,36.67,-1.666667,-0.166667,0,0,36.67,-0.166667,1.386294,3,1,33.33,36.67,-1.666667,-0.166667,0,0,36.67,-0.166667,1.386294,0,0,50.00,38.33,-1.666667,-0.166667,0,0,0,0,50.00,38.33,-1.666667,-0.166667,0,0,3,1,33.33,36.67,-1.666667,-0.166667,0,0,0,0,50.00,38.33,-1.666667,-0.166667,0,0,0,0,50.00,38.33,-1.666667,-0.166667,0,0,0,0,50.00,38.33,-1.666667,-0.166667,0,0,0,0,50.00,38.33,-1.666667,-0.166667,0,0
BET-M,Ancient,3,0,0.00,10.00,-6.666667,-0.666667,0,0,5.00,10.00,1.386294,-0.666667,-6.666667,0.000000,0.000000,0,0,50.00,15.00,-6.666667,-0.666667,0,0,15.00,-0.666667,0.000000,0,0,50.00,15.00,-6.666667,-0.666667,0,0,15.00,-0.666667,0.000000,2,0,0.00,11.25,-7.500000,-0.750000,0,0,11.25,-0.750000,1.098612,3,0,0.00,10.00,-6.666667,-0.666667,0,0,10.00,-0.666667,1.386294,3,0,0.00,10.00,-6.666667,-0.666667,0,0,10.00,-0.666667,1.386294,3,0,0.00,10.00,-6.666667,-0.666667,0,0,10.00,-0.666667,1.386294,3,0,0.00,10.00,-6.666667,-0.666667,0,0,10.00,-0.666667,1.386294,0,0,50.00,15.00,-6.666667,-0.666667,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0,2,0,0.00,11.25,-7.500000,-0.750000,0,0,1,0,0.00,12.86,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0
BET-M,Dust2,3,0,0.00,10.00,-4.000000,-0.400000,0,1,6.80,10.00,1.386294,-0.400000,-4.000000,0.000000,0.333333,0,0,50.00,15.00,-4.000000,-0.400000,0,0,15.00,-0.400000,0.000000,0,0,50.00,15.00,-4.000000,-0.400000,0,0,15.00,-0.400000,0.000000,3,0,0.00,10.00,-4.000000,-0.400000,0,1,10.00,-0.400000,1.386294,3,0,0.00,10.00,-4.000000,-0.400000,0,1,10.00,-0.400000,1.386294,3,0,0.00,10.00,-4.000000,-0.400000,0,1,10.00,-0.400000,1.386294,3,0,0.00,10.00,-4.000000,-0.400000,0,1,10.00,-0.400000,1.386294,3,0,0.00,10.00,-4.000000,-0.400000,0,1,10.00,-0.400000,1.386294,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,3,0,0.00,10.00,-4.000000,-0.400000,0,1,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0
BET-M,Mirage,3,3,100.00,90.00,7.000000,0.666667,0,0,95.00,90.00,1.386294,0.666667,7.000000,0.000000,0.000000,0,0,50.00,85.00,7.000000,0.666667,0,0,85.00,0.666667,0.000000,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,2,2,100.00,88.75,5.000000,0.500000,0,0,88.75,0.500000,1.098612,3,3,100.00,90.00,7.000000,0.666667,0,0,90.00,0.666667,1.386294,3,3,100.00,90.00,7.000000,0.666667,0,0,90.00,0.666667,1.386294,3,3,100.00,90.00,7.000000,0.666667,0,0,90.00,0.666667,1.386294,3,3,100.00,90.00,7.000000,0.666667,0,0,90.00,0.666667,1.386294,0,0,50.00,85.00,7.000000,0.666667,0,0,1,1,100.00,87.14,6.000000,0.600000,0,0,1,1,100.00,87.14,4.000000,0.400000,0,0,1,1,100.00,87.14,11.000000,1.000000,0,0,0,0,50.00,85.00,7.000000,0.666667,0,0,0,0,50.00,85.00,7.000000,0.666667,0,0,0,0,50.00,85.00,7.000000,0.666667,0,0
BET-M,Nuke,2,1,50.00,50.00,-3.000000,-0.250000,0,0,48.00,50.00,1.098612,-0.250000,-3.000000,0.000000,0.000000,0,0,50.00,50.00,-3.000000,-0.250000,0,0,50.00,-0.250000,0.000000,1,1,100.00,57.14,5.000000,0.500000,0,0,57.14,0.500000,0.693147,1,1,100.00,57.14,5.000000,0.500000,0,0,57.14,0.500000,0.693147,2,1,50.00,50.00,-3.000000,-0.250000,0,0,50.00,-0.250000,1.098612,2,1,50.00,50.00,-3.000000,-0.250000,0,0,50.00,-0.250000,1.098612,2,1,50.00,50.00,-3.000000,-0.250000,0,0,50.00,-0.250000,1.098612,2,1,50.00,50.00,-3.000000,-0.250000,0,0,50.00,-0.250000,1.098612,0,0,50.00,50.00,-3.000000,-0.250000,0,0,1,1,100.00,57.14,5.000000,0.500000,0,0,0,0,50.00,50.00,-3.000000,-0.250000,0,0,1,0,0.00,42.86,-11.000000,-1.000000,0,0,0,0,50.00,50.00,-3.000000,-0.250000,0,0,0,0,50.00,50.00,-3.000000,-0.250000,0,0,0,0,50.00,50.00,-3.000000,-0.250000,0,0
BIG,Ancient,13,9,69.23,67.41,1.307692,0.131174,1,1,68.46,67.41,2.639057,0.131174,1.307692,0.076923,0.076923,0,0,50.00,63.46,1.307692,0.131174,0,0,63.46,0.131174,0.000000,0,0,50.00,63.46,1.307692,0.131174,0,0,63.46,0.131174,0.000000,3,1,33.33,53.42,-3.666667,-0.333333,0,1,53.42,-0.333333,1.386294,7,4,57.14,60.06,0.142857,0.028571,0,1,60.06,0.028571,2.079442,8,5,62.50,62.91,0.750000,0.087500,0,1,62.91,0.087500,2.197225,12,8,66.67,65.60,1.083333,0.108772,1,1,65.60,0.108772,2.564949,13,9,69.23,67.41,1.307692,0.131174,1,1,67.41,0.131174,2.639057,0,0,50.00,63.46,1.307692,0.131174,0,0,0,0,50.00,63.46,1.307692,0.131174,0,0,3,1,33.33,53.42,-3.666667,-0.333333,0,1,4,3,75.00,68.08,3.000000,0.300000,0,0,1,1,100.00,68.68,5.000000,0.500000,0,0,4,3,75.00,68.08,1.750000,0.151316,1,0,1,1,100.00,68.68,4.000000,0.400000,0,0
BIG,Anubis,5,4,80.00,75.09,4.600000,0.460000,0,0,78.77,75.09,1.791759,0.460000,4.600000,0.000000,0.000000,0,0,50.00,71.00,4.600000,0.460000,0,0,71.00,0.460000,0.000000,0,0,50.00,71.00,4.600000,0.460000,0,0,71.00,0.460000,0.000000,1,1,100.00,75.14,10.000000,1.000000,0,0,75.14,1.000000,0.693147,3,2,66.67,69.56,3.000000,0.300000,0,0,69.56,0.300000,1.386294,3,2,66.67,69.56,3.000000,0.300000,0,0,69.56,0.300000,1.386294,3,2,66.67,69.56,3.000000,0.300000,0,0,69.56,0.300000,1.386294,5,4,80.00,75.09,4.600000,0.460000,0,0,75.09,0.460000,1.791759,0,0,50.00,71.00,4.600000,0.460000,0,0,0,0,50.00,71.00,4.600000,0.460000,0,0,1,1,100.00,75.14,10.000000,1.000000,0,0,2,1,50.00,65.75,-0.500000,-0.050000,0,0,0,0,50.00,71.00,4.600000,0.460000,0,0,0,0,50.00,71.00,4.600000,0.460000,0,0,2,2,100.00,78.25,7.000000,0.700000,0,0
