team,map,maps,wins,raw_win_rate,smoothed_win_rate,avg_round_margin,avg_scoreline_quality,overtime_count,close_loss_count,vrs_tier_map_strength,vrs_tier_map_smoothed_win_rate,vrs_tier_map_sample_log,vrs_tier_map_quality,vrs_tier_map_round_margin,vrs_tier_map_overtime_rate,vrs_tier_map_close_loss_rate,vrs_top10_maps,vrs_top10_wins,vrs_top10_raw_win_rate,vrs_top10_smoothed_win_rate,vrs_top10_avg_round_margin,vrs_top10_avg_scoreline_quality,vrs_top10_overtime_count,vrs_top10_close_loss_count,vrs_top10_map_smoothed_win_rate,vrs_top10_map_quality,vrs_top10_map_sample_log,vrs_top20_maps,vrs_top20_wins,vrs_top20_raw_win_rate,vrs_top20_smoothed_win_rate,vrs_top20_avg_round_margin,vrs_top20_avg_scoreline_quality,vrs_top20_overtime_count,vrs_top20_close_loss_count,vrs_top20_map_smoothed_win_rate,vrs_top20_map_quality,vrs_top20_map_sample_log,vrs_top30_maps,vrs_top30_wins,vrs_top30_raw_win_rate,vrs_top30_smoothed_win_rate,vrs_top30_avg_round_margin,vrs_top30_avg_scoreline_quality,vrs_top30_overtime_count,vrs_top30_close_loss_count,vrs_top30_map_smoothed_win_rate,vrs_top30_map_quality,vrs_top30_map_sample_log,vrs_top40_maps,vrs_top40_wins,vrs_top40_raw_win_rate,vrs_top40_smoothed_win_rate,vrs_top40_avg_round_margin,vrs_top40_avg_scoreline_quality,vrs_top40_overtime_count,vrs_top40_close_loss_count,vrs_top40_map_smoothed_win_rate,vrs_top40_map_quality,vrs_top40_map_sample_log,vrs_top50_maps,vrs_top50_wins,vrs_top50_raw_win_rate,vrs_top50_smoothed_win_rate,vrs_top50_avg_round_margin,vrs_top50_avg_scoreline_quality,vrs_top50_overtime_count,vrs_top50_close_loss_count,vrs_top50_map_smoothed_win_rate,vrs_top50_map_quality,vrs_top50_map_sample_log,vrs_top70_maps,vrs_top70_wins,vrs_top70_raw_win_rate,vrs_top70_smoothed_win_rate,vrs_top70_avg_round_margin,vrs_top70_avg_scoreline_quality,vrs_top70_overtime_count,vrs_top70_close_loss_count,vrs_top70_map_smoothed_win_rate,vrs_top70_map_quality,vrs_top70_map_sample_log,vrs_top100_maps,vrs_top100_wins,vrs_top100_raw_win_rate,vrs_top100_smoothed_win_rate,vrs_top100_avg_round_margin,vrs_top100_avg_scoreline_quality,vrs_top100_overtime_count,vrs_top100_close_loss_count,vrs_top100_map_smoothed_win_rate,vrs_top100_map_quality,vrs_top100_map_sample_log,vrs_bucket_1_10_maps,vrs_bucket_1_10_wins,vrs_bucket_1_10_raw_win_rate,vrs_bucket_1_10_smoothed_win_rate,vrs_bucket_1_10_avg_round_margin,vrs_bucket_1_10_avg_scoreline_quality,vrs_bucket_1_10_overtime_count,vrs_bucket_1_10_close_loss_count,vrs_bucket_11_20_maps,vrs_bucket_11_20_wins,vrs_bucket_11_20_raw_win_rate,vrs_bucket_11_20_smoothed_win_rate,vrs_bucket_11_20_avg_round_margin,vrs_bucket_11_20_avg_scoreline_quality,vrs_bucket_11_20_overtime_count,vrs_bucket_11_20_close_loss_count,vrs_bucket_21_30_maps,vrs_bucket_21_30_wins,vrs_bucket_21_30_raw_win_rate,vrs_bucket_21_30_smoothed_win_rate,vrs_bucket_21_30_avg_round_margin,vrs_bucket_21_30_avg_scoreline_quality,vrs_bucket_21_30_overtime_count,vrs_bucket_21_30_close_loss_count,vrs_bucket_31_40_maps,vrs_bucket_31_40_wins,vrs_bucket_31_40_raw_win_rate,vrs_bucket_31_40_smoothed_win_rate,vrs_bucket_31_40_avg_round_margin,vrs_bucket_31_40_avg_scoreline_quality,vrs_bucket_31_40_overtime_count,vrs_bucket_31_40_close_loss_count,vrs_bucket_41_50_maps,vrs_bucket_41_50_wins,vrs_bucket_41_50_raw_win_rate,vrs_bucket_41_50_smoothed_win_rate,vrs_bucket_41_50_avg_round_margin,vrs_bucket_41_50_avg_scoreline_quality,vrs_bucket_41_50_overtime_count,vrs_bucket_41_50_close_loss_count,vrs_bucket_51_70_maps,vrs_bucket_51_70_wins,vrs_bucket_51_70_raw_win_rate,vrs_bucket_51_70_smoothed_win_rate,vrs_bucket_51_70_avg_round_margin,vrs_bucket_51_70_avg_scoreline_quality,vrs_bucket_51_70_overtime_count,vrs_bucket_51_70_close_loss_count,vrs_bucket_71_100_maps,vrs_bucket_71_100_wins,vrs_bucket_71_100_raw_win_rate,vrs_bucket_71_100_smoothed_win_rate,vrs_bucket_71_100_avg_round_margin,vrs_bucket_71_100_avg_scoreline_quality,vrs_bucket_71_100_overtime_count,vrs_bucket_71_100_close_loss_count
Lynn Vision,Overpass,1,0,0.00,12.86,-3.000000,-0.300000,0,0,10.46,12.86,0.693147,-0.300000,-3.000000,0.000000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,1,0,0.00,12.86,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0
M80,Ancient,6,1,16.67,21.67,-4.166667,-0.416667,0,1,18.33,21.67,1.945910,-0.416667,-4.166667,0.000000,0.166667,1,0,0.00,22.86,-8.000000,-0.800000,0,0,22.86,-0.800000,0.693147,2,0,0.00,20.00,-8.500000,-0.850000,0,0,20.00,-0.850000,1.098612,3,0,0.00,17.78,-6.333333,-0.633333,0,1,17.78,-0.633333,1.386294,3,0,0.00,17.78,-6.333333,-0.633333,0,1,17.78,-0.633333,1.386294,5,1,20.00,23.64,-4.200000,-0.420000,0,1,23.64,-0.420000,1.791759,5,1,20.00,23.64,-4.200000,-0.420000,0,1,23.64,-0.420000,1.791759,6,1,16.67,21.67,-4.166667,-0.416667,0,1,21.67,-0.416667,1.945910,1,0,0.00,22.86,-8.000000,-0.800000,0,0,1,0,0.00,22.86,-9.000000,-0.900000,0,0,1,0,0.00,22.86,-2.000000,-0.200000,0,1,0,0,50.00,26.67,-4.166667,-0.416667,0,0,2,1,50.00,32.50,-1.000000,-0.100000,0,0,0,0,50.00,26.67,-4.166667,-0.416667,0,0,1,0,0.00,22.86,-4.000000,-0.400000,0,0
M80,Anubis,6,3,50.00,50.00,-0.166667,-0.016667,0,1,49.87,50.00,1.945910,-0.016667,-0.166667,0.000000,0.166667,2,2,100.00,62.50,3.000000,0.300000,0,0,62.50,0.300000,1.098612,2,2,100.00,62.50,3.000000,0.300000,0,0,62.50,0.300000,1.098612,4,3,75.00,60.00,3.500000,0.350000,0,1,60.00,0.350000,1.609438,4,3,75.00,60.00,3.500000,0.350000,0,1,60.00,0.350000,1.609438,5,3,60.00,54.55,0.800000,0.080000,0,1,54.55,0.080000,1.791759,5,3,60.00,54.55,0.800000,0.080000,0,1,54.55,0.080000,1.791759,6,3,50.00,50.00,-0.166667,-0.016667,0,1,50.00,-0.016667,1.945910,2,2,100.00,62.50,3.000000,0.300000,0,0,0,0,50.00,50.00,-0.166667,-0.016667,0,0,2,1,50.00,50.00,4.000000,0.400000,0,1,0,0,50.00,50.00,-0.166667,-0.016667,0,0,1,0,0.00,42.86,-10.000000,-1.000000,0,0,0,0,50.00,50.00,-0.166667,-0.016667,0,0,1,0,0.00,42.86,-5.000000,-0.500000,0,0
M80,Dust2,9,6,66.67,64.67,2.777778,0.269444,1,0,66.82,64.67,2.302585,0.269444,2.777778,0.111111,0.000000,0,0,50.00,61.67,2.777778,0.269444,0,0,61.67,0.269444,0.000000,3,1,33.33,52.22,1.000000,0.100000,0,0,52.22,0.100000,1.386294,4,2,50.00,57.00,2.000000,0.200000,0,0,57.00,0.200000,1.609438,5,3,60.00,60.91,2.000000,0.185000,1,0,60.91,0.185000,1.791759,8,6,75.00,69.29,4.000000,0.390625,1,0,69.29,0.390625,2.197225,9,6,66.67,64.67,2.777778,0.269444,1,0,64.67,0.269444,2.302585,9,6,66.67,64.67,2.777778,0.269444,1,0,64.67,0.269444,2.302585,0,0,50.00,61.67,2.777778,0.269444,0,0,3,1,33.33,52.22,1.000000,0.100000,0,0,1,1,100.00,67.14,5.000000,0.500000,0,0,1,1,100.00,67.14,2.000000,0.125000,1,0,3,3,100.00,74.44,7.333333,0.733333,0,0,1,0,0.00,52.86,-7.000000,-0.700000,0,0,0,0,50.00,61.67,2.777778,0.269444,0,0
M80,Inferno,12,7,58.33,57.50,-0.083333,-0.016667,0,0,57.37,57.50,2.564949,-0.016667,-0.083333,0.000000,0.000000,1,0,0.00,47.86,-10.000000,-1.000000,0,0,47.86,-1.000000,0.693147,4,1,25.00,43.50,-5.000000,-0.500000,0,0,43.50,-0.500000,1.609438,5,2,40.00,48.64,-1.800000,-0.200000,0,0,48.64,-0.200000,1.791759,6,3,50.00,52.92,-1.000000,-0.116667,0,0,52.92,-0.116667,1.945910,10,5,50.00,52.19,-1.200000,-0.130000,0,0,52.19,-0.130000,2.397895,11,6,54.55,55.00,-0.454545,-0.054545,0,0,55.00,-0.054545,2.484907,12,7,58.33,57.50,-0.083333,-0.016667,0,0,57.50,-0.016667,2.564949,1,0,0.00,47.86,-10.000000,-1.000000,0,0,3,1,33.33,48.33,-3.333333,-0.333333,0,0,1,1,100.00,62.14,11.000000,1.000000,0,0,1,1,100.00,62.14,3.000000,0.300000,0,0,4,2,50.00,53.50,-1.500000,-0.150000,0,0,1,1,100.00,62.14,7.000000,0.700000,0,0,1,1,100.00,62.14,4.000000,0.400000,0,0
M80,Mirage,11,6,54.55,54.06,-0.272727,-0.007955,1,1,54.00,54.06,2.484907,-0.007955,-0.272727,0.090909,0.090909,1,0,0.00,45.58,-8.000000,-0.800000,0,0,45.58,-0.800000,0.693147,6,3,50.00,51.59,-2.166667,-0.200000,0,0,51.59,-0.200000,1.945910,6,3,50.00,51.59,-2.166667,-0.200000,0,0,51.59,-0.200000,1.945910,6,3,50.00,51.59,-2.166667,-0.200000,0,0,51.59,-0.200000,1.945910,10,5,50.00,51.19,-1.100000,-0.088750,1,1,51.19,-0.088750,2.397895,10,5,50.00,51.19,-1.100000,-0.088750,1,1,51.19,-0.088750,2.397895,11,6,54.55,54.06,-0.272727,-0.007955,1,1,54.06,-0.007955,2.484907,1,0,0.00,45.58,-8.000000,-0.800000,0,0,5,3,60.00,56.28,-1.000000,-0.080000,0,0,0,0,50.00,53.18,-0.272727,-0.007955,0,0,0,0,50.00,53.18,-0.272727,-0.007955,0,0,4,2,50.00,51.91,0.500000,0.078125,1,1,0,0,50.00,53.18,-0.272727,-0.007955,0,0,1,1,100.00,59.87,8.000000,0.800000,0,0
M80,Overpass,7,4,57.14,56.15,0.142857,0.000000,0,1,56.15,56.15,2.079442,0.000000,0.142857,0.000000,0.142857,1,1,100.00,61.43,2.000000,0.200000,0,0,61.43,0.200000,0.693147,3,1,33.33,47.78,-6.000000,-0.600000,0,0,47.78,-0.600000,1.386294,4,2,50.00,53.00,-2.500000,-0.250000,0,0,53.00,-0.250000,1.609438,4,2,50.00,53.00,-2.500000,-0.250000,0,0,53.00,-0.250000,1.609438,6,3,50.00,52.50,-1.666667,-0.166667,0,1,52.50,-0.166667,1.945910,6,3,50.00,52.50,-1.666667,-0.166667,0,1,52.50,-0.166667,1.945910,7,4,57.14,56.15,0.142857,0.000000,0,1,56.15,0.000000,2.079442,1,1,100.00,61.43,2.000000,0.200000,0,0,2,0,0.00,41.25,-10.000000,-1.000000,0,0,1,1,100.00,61.43,8.000000,0.800000,0,0,0,0,50.00,55.00,0.142857,0.000000,0,0,2,1,50.00,53.75,0.000000,0.000000,0,1,0,0,50.00,55.00,0.142857,0.000000,0,0,1,1,100.00,61.43,11.000000,1.000000,0,0
MIBR,Ancient,15,12,80.00,77.43,2.666667,0.261360,3,1,79.52,77.43,2.772589,0.261360,2.666667,0.200000,0.066667,1,1,100.00,75.14,9.000000,0.900000,0,0,75.14,0.900000,0.693147,5,3,60.00,66.00,1.800000,0.222500,1,1,66.00,0.222500,1.791759,5,3,60.00,66.00,1.800000,0.222500,1,1,66.00,0.222500,1.791759,8,6,75.00,73.29,3.125000,0.320312,2,1,73.29,0.320312,2.197225,8,6,75.00,73.29,3.125000,0.320312,2,1,73.29,0.320312,2.197225,12,10,83.33,79.22,3.083333,0.301700,3,1,79.22,0.301700,2.564949,15,12,80.00,77.43,2.666667,0.261360,3,1,77.43,0.261360,2.772589,1,1,100.00,75.14,9.000000,0.900000,0,0,4,2,50.00,62.60,0.000000,0.053125,1,1,0,0,50.00,71.00,2.666667,0.261360,0,0,3,3,100.00,80.67,5.333333,0.483333,1,0,0,0,50.00,71.00,2.666667,0.261360,0,0,4,4,100.00,82.60,3.000000,0.264474,1,0,3,2,66.67,69.56,1.000000,0.100000,0,0
MIBR,Anubis,7,7,100.00,93.08,4.571429,0.408271,1,0,95.00,93.08,2.079442,0.408271,4.571429,0.142857,0.000000,0,0,50.00,85.00,4.571429,0.408271,0,0,85.00,0.408271,0.000000,1,1,100.00,87.14,4.000000,0.400000,0,0,87.14,0.400000,0.693147,2,2,100.00,88.75,4.000000,0.400000,0,0,88.75,0.400000,1.098612,3,3,100.00,90.00,4.000000,0.400000,0,0,90.00,0.400000,1.386294,3,3,100.00,90.00,4.000000,0.400000,0,0,90.00,0.400000,1.386294,5,5,100.00,91.82,5.200000,0.480000,0,0,91.82,0.480000,1.791759,7,7,100.00,93.08,4.571429,0.408271,1,0,93.08,0.408271,2.079442,0,0,50.00,85.00,4.571429,0.408271,0,0,1,1,100.00,87.14,4.000000,0.400000,0,0,1,1,100.00,87.14,4.000000,0.400000,0,0,1,1,100.00,87.14,4.000000,0.400000,0,0,0,0,50.00,85.00,4.571429,0.408271,0,0,2,2,100.00,88.75,7.000000,0.600000,0,0,2,2,100.00,88.75,3.000000,0.228947,1,0
MIBR,Inferno,12,9,75.00,72.50,2.750000,0.248958,1,1,74.49,72.50,2.564949,0.248958,2.750000,0.083333,0.083333,0,0,50.00,67.50,2.750000,0.248958,0,0,67.50,0.248958,0.000000,4,4,100.00,80.50,5.500000,0.471875,1,0,80.50,0.471875,1.609438,4,4,100.00,80.50,5.500000,0.471875,1,0,80.50,0.471875,1.609438,7,6,85.71,77.31,3.285714,0.283929,1,0,77.31,0.283929,2.079442,7,6,85.71,77.31,3.285714,0.283929,1,0,77.31,0.283929,2.079442,12,9,75.00,72.50,2.750000,0.248958,1,1,72.50,0.248958,2.564949,12,9,75.00,72.50,2.750000,0.248958,1,1,72.50,0.248958,2.564949,0,0,50.00,67.50,2.750000,0.248958,0,0,4,4,100.00,80.50,5.500000,0.471875,1,0,0,0,50.00,67.50,2.750000,0.248958,0,0,3,2,66.67,67.22,0.333333,0.033333,0,0,0,0,50.00,67.50,2.750000,0.248958,0,0,5,3,60.00,64.09,2.000000,0.200000,0,1,0,0,50.00,67.50,2.750000,0.248958,0,0
MIBR,Mirage,11,7,63.64,62.19,2.909091,0.281818,0,1,64.45,62.19,2.484907,0.281818,2.909091,0.000000,0.090909,2,1,50.00,57.16,2.000000,0.200000,0,0,57.16,0.200000,1.098612,5,1,20.00,41.57,-1.400000,-0.140000,0,1,41.57,-0.140000,1.791759,6,2,33.33,46.44,-0.166667,-0.016667,0,1,46.44,-0.016667,1.945910,6,2,33.33,46.44,-0.166667,-0.016667,0,1,46.44,-0.016667,1.945910,6,2,33.33,46.44,-0.166667,-0.016667,0,1,46.44,-0.016667,1.945910,9,5,55.56,57.15,2.000000,0.200000,0,1,57.15,0.200000,2.302585,11,7,63.64,62.19,2.909091,0.281818,0,1,62.19,0.281818,2.484907,2,1,50.00,57.16,2.000000,0.200000,0,0,3,0,0.00,39.70,-3.666667,-0.366667,0,1,1,1,100.00,65.32,6.000000,0.600000,0,0,0,0,50.00,59.55,2.909091,0.281818,0,0,0,0,50.00,59.55,2.909091,0.281818,0,0,3,3,100.00,73.03,6.333333,0.633333,0,0,2,2,100.00,69.66,7.000000,0.650000,0,0
MIBR,Nuke,8,4,50.00,50.00,0.750000,0.060938,1,1,50.49,50.00,2.197225,0.060938,0.750000,0.125000,0.125000,0,0,50.00,50.00,0.750000,0.060938,0,0,50.00,0.060938,0.000000,2,2,100.00,62.50,3.000000,0.300000,0,0,62.50,0.300000,1.098612,2,2,100.00,62.50,3.000000,0.300000,0,0,62.50,0.300000,1.098612,4,2,50.00,50.00,0.250000,0.025000,0,1,50.00,0.025000,1.609438,4,2,50.00,50.00,0.250000,0.025000,0,1,50.00,0.025000,1.609438,6,2,33.33,41.67,-1.000000,-0.100000,0,1,41.67,-0.100000,1.945910,8,4,50.00,50.00,0.750000,0.060938,1,1,50.00,0.060938,2.197225,0,0,50.00,50.00,0.750000,0.060938,0,0,2,2,100.00,62.50,3.000000,0.300000,0,0,0,0,50.00,50.00,0.750000,0.060938,0,0,2,0,0.00,37.50,-2.500000,-0.250000,0,1,0,0,50.00,50.00,0.750000,0.060938,0,0,2,0,0.00,37.50,-3.500000,-0.350000,0,0,2,2,100.00,62.50,6.000000,0.543750,1,0
MIBR,Overpass,8,4,50.00,50.00,-0.500000,-0.050000,0,1,49.60,50.00,2.197225,-0.050000,-0.500000,0.000000,0.125000,1,0,0.00,42.86,-8.000000,-0.800000,0,0,42.86,-0.800000,0.693147,3,1,33.33,44.44,-4.000000,-0.400000,0,0,44.44,-0.400000,1.386294,3,1,33.33,44.44,-4.000000,-0.400000,0,0,44.44,-0.400000,1.386294,3,1,33.33,44.44,-4.000000,-0.400000,0,0,44.44,-0.400000,1.386294,3,1,33.33,44.44,-4.000000,-0.400000,0,0,44.44,-0.400000,1.386294,5,2,40.00,45.45,-2.800000,-0.280000,0,0,45.45,-0.280000,1.791759,8,4,50.00,50.00,-0.500000,-0.050000,0,1,50.00,-0.050000,2.197225,1,0,0.00,42.86,-8.000000,-0.800000,0,0,2,1,50.00,50.00,-2.000000,-0.200000,0,0,0,0,50.00,50.00,-0.500000,-0.050000,0,0,0,0,50.00,50.00,-0.500000,-0.050000,0,0,0,0,50.00,50.00,-0.500000,-0.050000,0,0,2,1,50.00,50.00,-1.000000,-0.100000,0,0,3,2,66.67,55.56,3.333333,0.333333,0,1
MOUZ,Ancient,4,3,75.00,70.50,3.750000,0.297727,1,0,72.88,70.50,1.609438,0.297727,3.750000,0.250000,0.000000,0,0,50.00,67.50,3.750000,0.297727,0,0,67.50,0.297727,0.000000,1,1,100.00,72.14,2.000000,0.090909,1,0,72.14,0.090909,0.693147,2,2,100.00,75.62,7.000000,0.545455,1,0,75.62,0.545455,1.098612,4,3,75.00,70.50,3.750000,0.297727,1,0,70.50,0.297727,1.609438,4,3,75.00,70.50,3.750000,0.297727,1,0,70.50,0.297727,1.609438,4,3,75.00,70.50,3.750000,0.297727,1,0,70.50,0.297727,1.609438,4,3,75.00,70.50,3.750000,0.297727,1,0,70.50,0.297727,1.609438,0,0,50.00,67.50,3.750000,0.297727,0,0,1,1,100.00,72.14,2.000000,0.090909,1,0,1,1,100.00,72.14,12.000000,1.000000,0,0,2,1,50.00,63.12,0.500000,0.050000,0,0,0,0,50.00,67.50,3.750000,0.297727,0,0,0,0,50.00,67.50,3.750000,0.297727,0,0,0,0,50.00,67.50,3.750000,0.297727,0,0
MOUZ,Dust2,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,50.00,1.098612,0.000000,0.000000,0.000000,0.000000,0,0,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,0.000000,1,0,0.00,42.86,-4.000000,-0.400000,0,0,42.86,-0.400000,0.693147,1,0,0.00,42.86,-4.000000,-0.400000,0,0,42.86,-0.400000,0.693147,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,0,0,50.00,50.00,0.000000,0.000000,0,0,1,0,0.00,42.86,-4.000000,-0.400000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,1,1,100.00,57.14,4.000000,0.400000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0,0,0,50.00,50.00,0.000000,0.000000,0,0
MOUZ,Inferno,3,1,33.33,36.67,0.333333,0.033333,0,0,36.93,36.67,1.386294,0.033333,0.333333,0.000000,0.000000,0,0,50.00,38.33,0.333333,0.033333,0,0,38.33,0.033333,0.000000,1,1,100.00,47.14,10.000000,1.000000,0,0,47.14,1.000000,0.693147,2,1,50.00,41.25,3.500000,0.350000,0,0,41.25,0.350000,1.098612,3,1,33.33,36.67,0.333333,0.033333,0,0,36.67,0.033333,1.386294,3,1,33.33,36.67,0.333333,0.033333,0,0,36.67,0.033333,1.386294,3,1,33.33,36.67,0.333333,0.033333,0,0,36.67,0.033333,1.386294,3,1,33.33,36.67,0.333333,0.033333,0,0,36.67,0.033333,1.386294,0,0,50.00,38.33,0.333333,0.033333,0,0,1,1,100.00,47.14,10.000000,1.000000,0,0,1,0,0.00,32.86,-3.000000,-0.300000,0,0,1,0,0.00,32.86,-6.000000,-0.600000,0,0,0,0,50.00,38.33,0.333333,0.033333,0,0,0,0,50.00,38.33,0.333333,0.033333,0,0,0,0,50.00,38.33,0.333333,0.033333,0,0
MOUZ,Mirage,3,3,100.00,90.00,6.666667,0.633333,0,0,95.00,90.00,1.386294,0.633333,6.666667,0.000000,0.000000,0,0,50.00,85.00,6.666667,0.633333,0,0,85.00,0.633333,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,2,2,100.00,88.75,8.000000,0.750000,0,0,88.75,0.750000,1.098612,3,3,100.00,90.00,6.666667,0.633333,0,0,90.00,0.633333,1.386294,3,3,100.00,90.00,6.666667,0.633333,0,0,90.00,0.633333,1.386294,3,3,100.00,90.00,6.666667,0.633333,0,0,90.00,0.633333,1.386294,3,3,100.00,90.00,6.666667,0.633333,0,0,90.00,0.633333,1.386294,0,0,50.00,85.00,6.666667,0.633333,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,1,1,100.00,87.14,11.000000,1.000000,0,0,1,1,100.00,87.14,4.000000,0.400000,0,0,0,0,50.00,85.00,6.666667,0.633333,0,0,0,0,50.00,85.00,6.666667,0.633333,0,0,0,0,50.00,85.00,6.666667,0.633333,0,0
MOUZ,Nuke,1,1,100.00,87.14,7.000000,0.700000,0,0,92.74,87.14,0.693147,0.700000,7.000000,0.000000,0.000000,0,0,50.00,85.00,7.000000,0.700000,0,0,85.00,0.700000,0.000000,0,0,50.00,85.00,7.000000,0.700000,0,0,85.00,0.700000,0.000000,0,0,50.00,85.00,7.000000,0.700000,0,0,85.00,0.700000,0.000000,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,0,0,50.00,85.00,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0,1,1,100.00,87.14,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0
MOUZ,Overpass,3,3,100.00,90.00,8.333333,0.833333,0,0,95.00,90.00,1.386294,0.833333,8.333333,0.000000,0.000000,0,0,50.00,85.00,8.333333,0.833333,0,0,85.00,0.833333,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,3,3,100.00,90.00,8.333333,0.833333,0,0,90.00,0.833333,1.386294,3,3,100.00,90.00,8.333333,0.833333,0,0,90.00,0.833333,1.386294,3,3,100.00,90.00,8.333333,0.833333,0,0,90.00,0.833333,1.386294,3,3,100.00,90.00,8.333333,0.833333,0,0,90.00,0.833333,1.386294,3,3,100.00,90.00,8.333333,0.833333,0,0,90.00,0.833333,1.386294,0,0,50.00,85.00,8.333333,0.833333,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,2,2,100.00,88.75,10.000000,1.000000,0,0,0,0,50.00,85.00,8.333333,0.833333,0,0,0,0,50.00,85.00,8.333333,0.833333,0,0,0,0,50.00,85.00,8.333333,0.833333,0,0,0,0,50.00,85.00,8.333333,0.833333,0,0
Marsborne,Ancient,1,1,100.00,87.14,4.000000,0.400000,0,0,90.34,87.14,0.693147,0.400000,4.000000,0.000000,0.000000,0,0,50.00,85.00,4.000000,0.400000,0,0,85.00,0.400000,0.000000,0,0,50.00,85.00,4.000000,0.400000,0,0,85.00,0.400000,0.000000,1,1,100.00,87.14,4.000000,0.400000,0,0,87.14,0.400000,0.693147,1,1,100.00,87.14,4.000000,0.400000,0,0,87.14,0.400000,0.693147,1,1,100.00,87.14,4.000000,0.400000,0,0,87.14,0.400000,0.693147,1,1,100.00,87.14,4.000000,0.400000,0,0,87.14,0.400000,0.693147,1,1,100.00,87.14,4.000000,0.400000,0,0,87.14,0.400000,0.693147,0,0,50.00,85.00,4.000000,0.400000,0,0,0,0,50.00,85.00,4.000000,0.400000,0,0,1,1,100.00,87.14,4.000000,0.400000,0,0,0,0,50.00,85.00,4.000000,0.400000,0,0,0,0,50.00,85.00,4.000000,0.400000,0,0,0,0,50.00,85.00,4.000000,0.400000,0,0,0,0,50.00,85.00,4.000000,0.400000,0,0
Marsborne,Anubis,1,1,100.00,87.14,5.000000,0.500000,0,0,91.14,87.14,0.693147,0.500000,5.000000,0.000000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0
