team,map,maps,wins,raw_win_rate,smoothed_win_rate,avg_round_margin,avg_scoreline_quality,overtime_count,close_loss_count,vrs_tier_map_strength,vrs_tier_map_smoothed_win_rate,vrs_tier_map_sample_log,vrs_tier_map_quality,vrs_tier_map_round_margin,vrs_tier_map_overtime_rate,vrs_tier_map_close_loss_rate,vrs_opponent_adjusted_scoreline_quality,vrs_map_win_opponent_quality,vrs_map_win_sample_confidence,vrs_scoreline_sample_confidence,vrs_map_veto_credibility,vrs_map_veto_strength,vrs_pick_ban_opponent_pool_proxy,vrs_bo1_single_map_upset_risk,vrs_bo3_map_depth_strength,vrs_overtime_strong_opponent_signal,vrs_weak_opponent_close_penalty,vrs_recent_strong_opponent_score,vrs_team_volatility,vrs_seed_volatility_rebound,vrs_top10_maps,vrs_top10_wins,vrs_top10_raw_win_rate,vrs_top10_smoothed_win_rate,vrs_top10_avg_round_margin,vrs_top10_avg_scoreline_quality,vrs_top10_overtime_count,vrs_top10_close_loss_count,vrs_top10_map_smoothed_win_rate,vrs_top10_map_quality,vrs_top10_map_sample_log,vrs_top20_maps,vrs_top20_wins,vrs_top20_raw_win_rate,vrs_top20_smoothed_win_rate,vrs_top20_avg_round_margin,vrs_top20_avg_scoreline_quality,vrs_top20_overtime_count,vrs_top20_close_loss_count,vrs_top20_map_smoothed_win_rate,vrs_top20_map_quality,vrs_top20_map_sample_log,vrs_top30_maps,vrs_top30_wins,vrs_top30_raw_win_rate,vrs_top30_smoothed_win_rate,vrs_top30_avg_round_margin,vrs_top30_avg_scoreline_quality,vrs_top30_overtime_count,vrs_top30_close_loss_count,vrs_top30_map_smoothed_win_rate,vrs_top30_map_quality,vrs_top30_map_sample_log,vrs_top40_maps,vrs_top40_wins,vrs_top40_raw_win_rate,vrs_top40_smoothed_win_rate,vrs_top40_avg_round_margin,vrs_top40_avg_scoreline_quality,vrs_top40_overtime_count,vrs_top40_close_loss_count,vrs_top40_map_smoothed_win_rate,vrs_top40_map_quality,vrs_top40_map_sample_log,vrs_top50_maps,vrs_top50_wins,vrs_top50_raw_win_rate,vrs_top50_smoothed_win_rate,vrs_top50_avg_round_margin,vrs_top50_avg_scoreline_quality,vrs_top50_overtime_count,vrs_top50_close_loss_count,vrs_top50_map_smoothed_win_rate,vrs_top50_map_quality,vrs_top50_map_sample_log,vrs_top70_maps,vrs_top70_wins,vrs_top70_raw_win_rate,vrs_top70_smoothed_win_rate,vrs_top70_avg_round_margin,vrs_top70_avg_scoreline_quality,vrs_top70_overtime_count,vrs_top70_close_loss_count,vrs_top70_map_smoothed_win_rate,vrs_top70_map_quality,vrs_top70_map_sample_log,vrs_top100_maps,vrs_top100_wins,vrs_top100_raw_win_rate,vrs_top100_smoothed_win_rate,vrs_top100_avg_round_margin,vrs_top100_avg_scoreline_quality,vrs_top100_overtime_count,vrs_top100_close_loss_count,vrs_top100_map_smoothed_win_rate,vrs_top100_map_quality,vrs_top100_map_sample_log,vrs_bucket_1_10_maps,vrs_bucket_1_10_wins,vrs_bucket_1_10_raw_win_rate,vrs_bucket_1_10_smoothed_win_rate,vrs_bucket_1_10_avg_round_margin,vrs_bucket_1_10_avg_scoreline_quality,vrs_bucket_1_10_overtime_count,vrs_bucket_1_10_close_loss_count,vrs_bucket_11_20_maps,vrs_bucket_11_20_wins,vrs_bucket_11_20_raw_win_rate,vrs_bucket_11_20_smoothed_win_rate,vrs_bucket_11_20_avg_round_margin,vrs_bucket_11_20_avg_scoreline_quality,vrs_bucket_11_20_overtime_count,vrs_bucket_11_20_close_loss_count,vrs_bucket_21_30_maps,vrs_bucket_21_30_wins,vrs_bucket_21_30_raw_win_rate,vrs_bucket_21_30_smoothed_win_rate,vrs_bucket_21_30_avg_round_margin,vrs_bucket_21_30_avg_scoreline_quality,vrs_bucket_21_30_overtime_count,vrs_bucket_21_30_close_loss_count,vrs_bucket_31_40_maps,vrs_bucket_31_40_wins,vrs_bucket_31_40_raw_win_rate,vrs_bucket_31_40_smoothed_win_rate,vrs_bucket_31_40_avg_round_margin,vrs_bucket_31_40_avg_scoreline_quality,vrs_bucket_31_40_overtime_count,vrs_bucket_31_40_close_loss_count,vrs_bucket_41_50_maps,vrs_bucket_41_50_wins,vrs_bucket_41_50_raw_win_rate,vrs_bucket_41_50_smoothed_win_rate,vrs_bucket_41_50_avg_round_margin,vrs_bucket_41_50_avg_scoreline_quality,vrs_bucket_41_50_overtime_count,vrs_bucket_41_50_close_loss_count,vrs_bucket_51_70_maps,vrs_bucket_51_70_wins,vrs_bucket_51_70_raw_win_rate,vrs_bucket_51_70_smoothed_win_rate,vrs_bucket_51_70_avg_round_margin,vrs_bucket_51_70_avg_scoreline_quality,vrs_bucket_51_70_overtime_count,vrs_bucket_51_70_close_loss_count,vrs_bucket_71_100_maps,vrs_bucket_71_100_wins,vrs_bucket_71_100_raw_win_rate,vrs_bucket_71_100_smoothed_win_rate,vrs_bucket_71_100_avg_round_margin,vrs_bucket_71_100_avg_scoreline_quality,vrs_bucket_71_100_overtime_count,vrs_bucket_71_100_close_loss_count
FURIA,Nuke,2,1,50.00,50.00,1.500000,0.100000,0,0,51.37,50.00,1.098612,0.100000,1.500000,0.000000,0.000000,0.349200,0.000000,0.000000,0.069840,0.500000,50.921916,0.013658,0.000000,0.000000,0.000000,0.000000,-0.107763,9.500000,0.000000,0,0,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,0.000000,1,0,0.00,42.86,-8.000000,-0.800000,0,0,42.86,-0.800000,0.693147,1,0,0.00,42.86,-8.000000,-0.800000,0,0,42.86,-0.800000,0.693147,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,2,1,50.00,50.00,1.500000,0.100000,0,0,50.00,0.100000,1.098612,0,0,50.00,50.00,1.500000,0.100000,0,0,1,0,0.00,42.86,-8.000000,-0.800000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0,1,1,100.00,57.14,11.000000,1.000000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0,0,0,50.00,50.00,1.500000,0.100000,0,0
FURIA,Overpass,3,2,66.67,63.33,1.000000,0.066667,0,0,58.87,63.33,1.386294,0.066667,1.000000,0.000000,0.000000,0.285767,7.957778,4.000000,0.085730,0.500000,55.990439,0.088747,0.186667,0.080000,0.000000,0.000000,0.015483,8.602325,0.000000,0,0,50.00,61.67,1.000000,0.066667,0,0,61.67,0.066667,0.000000,2,1,50.00,58.75,0.500000,0.000000,0,0,58.75,0.000000,1.098612,2,1,50.00,58.75,0.500000,0.000000,0,0,58.75,0.000000,1.098612,3,2,66.67,63.33,1.000000,0.066667,0,0,63.33,0.066667,1.386294,3,2,66.67,63.33,1.000000,0.066667,0,0,63.33,0.066667,1.386294,3,2,66.67,63.33,1.000000,0.066667,0,0,63.33,0.066667,1.386294,3,2,66.67,63.33,1.000000,0.066667,0,0,63.33,0.066667,1.386294,0,0,50.00,61.67,1.000000,0.066667,0,0,2,1,50.00,58.75,0.500000,0.000000,0,0,0,0,50.00,61.67,1.000000,0.066667,0,0,1,1,100.00,67.14,2.000000,0.200000,0,0,0,0,50.00,61.67,1.000000,0.066667,0,0,0,0,50.00,61.67,1.000000,0.066667,0,0,0,0,50.00,61.67,1.000000,0.066667,0,0
FUT,Ancient,7,5,71.43,68.46,2.571429,0.241071,1,0,67.98,68.46,2.079442,0.241071,2.571429,0.142857,0.000000,0.377636,10.818462,12.923077,0.264345,0.500000,62.137905,0.179821,0.110769,0.258462,0.000000,0.000000,0.016682,6.673126,0.000000,0,0,50.00,65.00,2.571429,0.241071,0,0,65.00,0.241071,0.000000,3,1,33.33,54.44,-4.000000,-0.400000,0,0,54.44,-0.400000,1.386294,4,2,50.00,59.00,-1.000000,-0.100000,0,0,59.00,-0.100000,1.609438,6,4,66.67,65.83,1.500000,0.131250,1,0,65.83,0.131250,1.945910,7,5,71.43,68.46,2.571429,0.241071,1,0,68.46,0.241071,2.079442,7,5,71.43,68.46,2.571429,0.241071,1,0,68.46,0.241071,2.079442,7,5,71.43,68.46,2.571429,0.241071,1,0,68.46,0.241071,2.079442,0,0,50.00,65.00,2.571429,0.241071,0,0,3,1,33.33,54.44,-4.000000,-0.400000,0,0,1,1,100.00,70.00,8.000000,0.800000,0,0,2,2,100.00,73.75,6.500000,0.593750,1,0,1,1,100.00,70.00,9.000000,0.900000,0,0,0,0,50.00,65.00,2.571429,0.241071,0,0,0,0,50.00,65.00,2.571429,0.241071,0,0
FUT,Anubis,2,1,50.00,50.00,3.500000,0.350000,0,0,52.78,50.00,1.098612,0.350000,3.500000,0.000000,0.000000,0.525675,0.000000,0.000000,0.105135,0.500000,51.877683,0.027818,0.000000,0.000000,0.000000,0.000000,0.089761,6.500000,0.000000,0,0,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,0.000000,1,1,100.00,57.14,10.000000,1.000000,0,0,57.14,1.000000,0.693147,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,2,1,50.00,50.00,3.500000,0.350000,0,0,50.00,0.350000,1.098612,0,0,50.00,50.00,3.500000,0.350000,0,0,1,1,100.00,57.14,10.000000,1.000000,0,0,1,0,0.00,42.86,-3.000000,-0.300000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0,0,0,50.00,50.00,3.500000,0.350000,0,0
FUT,Dust2,1,1,100.00,87.14,5.000000,0.500000,0,0,68.29,87.14,0.693147,0.500000,5.000000,0.000000,0.000000,0.622500,23.121429,3.714286,0.062250,0.500000,62.346367,0.182909,0.668571,0.074286,0.000000,0.000000,0.117773,0.000000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,0,0,50.00,85.00,5.000000,0.500000,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0
FUT,Mirage,2,2,100.00,88.75,9.000000,0.900000,0,0,74.33,88.75,1.098612,0.900000,9.000000,0.000000,0.000000,1.084100,23.308125,7.750000,0.216820,0.500000,66.423717,0.243314,0.620000,0.155000,0.000000,0.000000,0.183248,1.000000,0.000000,0,0,50.00,85.00,9.000000,0.900000,0,0,85.00,0.900000,0.000000,1,1,100.00,87.14,10.000000,1.000000,0,0,87.14,1.000000,0.693147,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,2,2,100.00,88.75,9.000000,0.900000,0,0,88.75,0.900000,1.098612,0,0,50.00,85.00,9.000000,0.900000,0,0,1,1,100.00,87.14,10.000000,1.000000,0,0,1,1,100.00,87.14,8.000000,0.800000,0,0,0,0,50.00,85.00,9.000000,0.900000,0,0,0,0,50.00,85.00,9.000000,0.900000,0,0,0,0,50.00,85.00,9.000000,0.900000,0,0,0,0,50.00,85.00,9.000000,0.900000,0,0
FUT,Nuke,3,3,100.00,90.00,8.333333,0.800000,0,0,77.43,90.00,1.386294,0.800000,8.333333,0.000000,0.000000,0.922733,22.566667,12.000000,0.276820,0.500000,68.516444,0.274318,0.560000,0.240000,0.000000,0.000000,0.184365,3.091206,0.000000,0,0,50.00,85.00,8.333333,0.800000,0,0,85.00,0.800000,0.000000,1,1,100.00,87.14,10.000000,1.000000,0,0,87.14,1.000000,0.693147,1,1,100.00,87.14,10.000000,1.000000,0,0,87.14,1.000000,0.693147,2,2,100.00,88.75,10.500000,1.000000,0,0,88.75,1.000000,1.098612,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,3,3,100.00,90.00,8.333333,0.800000,0,0,90.00,0.800000,1.386294,0,0,50.00,85.00,8.333333,0.800000,0,0,1,1,100.00,87.14,10.000000,1.000000,0,0,0,0,50.00,85.00,8.333333,0.800000,0,0,1,1,100.00,87.14,11.000000,1.000000,0,0,1,1,100.00,87.14,4.000000,0.400000,0,0,0,0,50.00,85.00,8.333333,0.800000,0,0,0,0,50.00,85.00,8.333333,0.800000,0,0
FUT,Overpass,3,2,66.67,63.33,1.666667,0.129167,1,1,60.93,63.33,1.386294,0.129167,1.666667,0.333333,0.333333,0.191312,8.066667,4.000000,0.057394,0.500000,57.379435,0.109325,0.186667,0.080000,1.500000,0.000000,0.052195,2.624669,0.000000,0,0,50.00,61.67,1.666667,0.129167,0,0,61.67,0.129167,0.000000,2,1,50.00,58.75,0.500000,-0.006250,1,1,58.75,-0.006250,1.098612,2,1,50.00,58.75,0.500000,-0.006250,1,1,58.75,-0.006250,1.098612,3,2,66.67,63.33,1.666667,0.129167,1,1,63.33,0.129167,1.386294,3,2,66.67,63.33,1.666667,0.129167,1,1,63.33,0.129167,1.386294,3,2,66.67,63.33,1.666667,0.129167,1,1,63.33,0.129167,1.386294,3,2,66.67,63.33,1.666667,0.129167,1,1,63.33,0.129167,1.386294,0,0,50.00,61.67,1.666667,0.129167,0,0,2,1,50.00,58.75,0.500000,-0.006250,1,1,0,0,50.00,61.67,1.666667,0.129167,0,0,1,1,100.00,67.14,4.000000,0.400000,0,0,0,0,50.00,61.67,1.666667,0.129167,0,0,0,0,50.00,61.67,1.666667,0.129167,0,0,0,0,50.00,61.67,1.666667,0.129167,0,0
FaZe,Ancient,1,1,100.00,87.14,5.000000,0.500000,0,0,68.01,87.14,0.693147,0.500000,5.000000,0.000000,0.000000,0.559500,20.781429,3.714286,0.055950,0.500000,62.159366,0.180139,0.668571,0.074286,0.000000,0.000000,0.111512,0.000000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0
FaZe,Anubis,1,0,0.00,12.86,-10.000000,-1.000000,0,0,31.10,12.86,0.693147,-1.000000,-10.000000,0.000000,0.000000,-0.637000,-22.211429,-3.714286,-0.063700,0.500000,37.241209,-0.189019,0.668571,0.000000,0.000000,0.000000,-0.338987,0.000000,0.000000,0,0,50.00,15.00,-10.000000,-1.000000,0,0,15.00,-1.000000,0.000000,0,0,50.00,15.00,-10.000000,-1.000000,0,0,15.00,-1.000000,0.000000,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,1,0,0.00,12.86,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0
FaZe,Mirage,1,0,0.00,12.86,-2.000000,-0.200000,0,1,33.87,12.86,0.693147,-0.200000,-2.000000,0.000000,1.000000,-0.146100,-20.781429,-3.714286,-0.014610,0.500000,39.111125,-0.161317,0.668571,0.000000,0.000000,0.000000,-0.044605,0.000000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0
FaZe,Overpass,2,0,0.00,11.25,-2.000000,-0.200000,0,2,31.30,11.25,1.098612,-0.200000,-2.000000,0.000000,1.000000,-0.136750,-22.426563,-7.750000,-0.027350,0.500000,37.378675,-0.186983,0.620000,0.000000,0.500000,0.000000,-0.056201,0.000000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,2,0,0.00,11.25,-2.000000,-0.200000,0,2,11.25,-0.200000,1.098612,2,0,0.00,11.25,-2.000000,-0.200000,0,2,11.25,-0.200000,1.098612,2,0,0.00,11.25,-2.000000,-0.200000,0,2,11.25,-0.200000,1.098612,2,0,0.00,11.25,-2.000000,-0.200000,0,2,11.25,-0.200000,1.098612,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0
Falcons,Ancient,3,2,66.67,63.33,5.666667,0.500000,0,1,60.89,63.33,1.386294,0.500000,5.666667,0.000000,0.333333,0.592000,7.553333,4.000000,0.177600,0.500000,57.352615,0.108928,0.186667,0.080000,0.000000,0.000000,0.122231,5.792716,0.000000,0,0,50.00,61.67,5.666667,0.500000,0,0,61.67,0.500000,0.000000,0,0,50.00,61.67,5.666667,0.500000,0,0,61.67,0.500000,0.000000,0,0,50.00,61.67,5.666667,0.500000,0,0,61.67,0.500000,0.000000,3,2,66.67,63.33,5.666667,0.500000,0,1,63.33,0.500000,1.386294,3,2,66.67,63.33,5.666667,0.500000,0,1,63.33,0.500000,1.386294,3,2,66.67,63.33,5.666667,0.500000,0,1,63.33,0.500000,1.386294,3,2,66.67,63.33,5.666667,0.500000,0,1,63.33,0.500000,1.386294,0,0,50.00,61.67,5.666667,0.500000,0,0,0,0,50.00,61.67,5.666667,0.500000,0,0,0,0,50.00,61.67,5.666667,0.500000,0,0,3,2,66.67,63.33,5.666667,0.500000,0,1,0,0,50.00,61.67,5.666667,0.500000,0,0,0,0,50.00,61.67,5.666667,0.500000,0,0,0,0,50.00,61.67,5.666667,0.500000,0,0
Falcons,Dust2,2,2,100.00,88.75,4.500000,0.450000,0,0,71.29,88.75,1.098612,0.450000,4.500000,0.000000,0.000000,0.513000,22.087500,7.750000,0.102600,0.500000,64.368737,0.212870,0.620000,0.155000,0.000000,0.000000,0.077992,0.500000,0.000000,0,0,50.00,85.00,4.500000,0.450000,0,0,85.00,0.450000,0.000000,0,0,50.00,85.00,4.500000,0.450000,0,0,85.00,0.450000,0.000000,0,0,50.00,85.00,4.500000,0.450000,0,0,85.00,0.450000,0.000000,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,0,0,50.00,85.00,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0,2,2,100.00,88.75,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0
Falcons,Inferno,2,1,50.00,50.00,3.000000,0.337500,1,1,52.05,50.00,1.098612,0.337500,3.000000,0.500000,0.500000,0.410344,0.000000,0.000000,0.082069,0.500000,51.385671,0.020528,0.000000,0.000000,0.000000,0.000000,0.028887,5.000000,0.000000,0,0,50.00,50.00,3.000000,0.337500,0,0,50.00,0.337500,0.000000,0,0,50.00,50.00,3.000000,0.337500,0,0,50.00,0.337500,0.000000,0,0,50.00,50.00,3.000000,0.337500,0,0,50.00,0.337500,0.000000,2,1,50.00,50.00,3.000000,0.337500,1,1,50.00,0.337500,1.098612,2,1,50.00,50.00,3.000000,0.337500,1,1,50.00,0.337500,1.098612,2,1,50.00,50.00,3.000000,0.337500,1,1,50.00,0.337500,1.098612,2,1,50.00,50.00,3.000000,0.337500,1,1,50.00,0.337500,1.098612,0,0,50.00,50.00,3.000000,0.337500,0,0,0,0,50.00,50.00,3.000000,0.337500,0,0,0,0,50.00,50.00,3.000000,0.337500,0,0,2,1,50.00,50.00,3.000000,0.337500,1,1,0,0,50.00,50.00,3.000000,0.337500,0,0,0,0,50.00,50.00,3.000000,0.337500,0,0,0,0,50.00,50.00,3.000000,0.337500,0,0
Falcons,Mirage,1,1,100.00,87.14,11.000000,1.000000,0,0,70.63,87.14,0.693147,1.000000,11.000000,0.000000,0.000000,1.119000,20.781429,3.714286,0.111900,0.500000,63.926794,0.206323,0.668571,0.074286,0.000000,0.000000,0.230583,0.000000,0.000000,0,0,50.00,85.00,11.000000,1.000000,0,0,85.00,1.000000,0.000000,0,0,50.00,85.00,11.000000,1.000000,0,0,85.00,1.000000,0.000000,0,0,50.00,85.00,11.000000,1.000000,0,0,85.00,1.000000,0.000000,1,1,100.00,87.14,11.000000,1.000000,0,0,87.14,1.000000,0.693147,1,1,100.00,87.14,11.000000,1.000000,0,0,87.14,1.000000,0.693147,1,1,100.00,87.14,11.000000,1.000000,0,0,87.14,1.000000,0.693147,1,1,100.00,87.14,11.000000,1.000000,0,0,87.14,1.000000,0.693147,0,0,50.00,85.00,11.000000,1.000000,0,0,0,0,50.00,85.00,11.000000,1.000000,0,0,0,0,50.00,85.00,11.000000,1.000000,0,0,1,1,100.00,87.14,11.000000,1.000000,0,0,0,0,50.00,85.00,11.000000,1.000000,0,0,0,0,50.00,85.00,11.000000,1.000000,0,0,0,0,50.00,85.00,11.000000,1.000000,0,0
Fisher College,Ancient,1,0,0.00,12.86,-10.000000,-1.000000,0,0,31.37,12.86,0.693147,-1.000000,-10.000000,0.000000,0.000000,-0.705000,-21.171429,-3.714286,-0.070500,0.500000,37.425998,-0.186282,0.668571,0.000000,0.000000,0.000000,-0.115709,0.000000,0.000000,0,0,50.00,15.00,-10.000000,-1.000000,0,0,15.00,-1.000000,0.000000,0,0,50.00,15.00,-10.000000,-1.000000,0,0,15.00,-1.000000,0.000000,0,0,50.00,15.00,-10.000000,-1.000000,0,0,15.00,-1.000000,0.000000,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-10.000000,-1.000000,0,0,12.86,-1.000000,0.693147,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,1,0,0.00,12.86,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0,0,0,50.00,15.00,-10.000000,-1.000000,0,0
Fisher College,Mirage,1,0,0.00,12.86,-5.000000,-0.500000,0,0,32.98,12.86,0.693147,-0.500000,-5.000000,0.000000,0.000000,-0.352500,-21.171429,-3.714286,-0.035250,0.500000,38.510677,-0.170212,0.668571,0.000000,0.000000,0.000000,-0.057855,0.000000,0.000000,0,0,50.00,15.00,-5.000000,-0.500000,0,0,15.00,-0.500000,0.000000,0,0,50.00,15.00,-5.000000,-0.500000,0,0,15.00,-0.500000,0.000000,0,0,50.00,15.00,-5.000000,-0.500000,0,0,15.00,-0.500000,0.000000,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,1,0,0.00,12.86,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0
